application,repetition,multiplier,route,operation,query_repetition,nanoseconds
opentelemetry_demo,2,1,projected,add_to_cart,20,5368
opentelemetry_demo,2,1,projected,browse_product,20,5348
opentelemetry_demo,2,1,projected,checkout,20,5969
opentelemetry_demo,2,1,projected,add_to_cart,21,5118
opentelemetry_demo,2,1,projected,browse_product,21,5248
opentelemetry_demo,2,1,projected,checkout,21,6019
opentelemetry_demo,2,1,projected,add_to_cart,22,5138
opentelemetry_demo,2,1,projected,browse_product,22,5388
opentelemetry_demo,2,1,projected,checkout,22,5758
opentelemetry_demo,2,1,projected,add_to_cart,23,5087
opentelemetry_demo,2,1,projected,browse_product,23,5257
opentelemetry_demo,2,1,projected,checkout,23,6069
opentelemetry_demo,2,1,projected,add_to_cart,24,5187
opentelemetry_demo,2,1,projected,browse_product,24,5207
opentelemetry_demo,2,1,projected,checkout,24,5848
opentelemetry_demo,2,1,projected,add_to_cart,25,5087
opentelemetry_demo,2,1,projected,browse_product,25,5217
opentelemetry_demo,2,1,projected,checkout,25,5958
opentelemetry_demo,2,1,projected,add_to_cart,26,5098
opentelemetry_demo,2,1,projected,browse_product,26,5108
opentelemetry_demo,2,1,projected,checkout,26,6069
opentelemetry_demo,2,1,projected,add_to_cart,27,5197
opentelemetry_demo,2,1,projected,browse_product,27,5237
opentelemetry_demo,2,1,projected,checkout,27,6009
opentelemetry_demo,2,1,projected,add_to_cart,28,5238
opentelemetry_demo,2,1,projected,browse_product,28,5408
opentelemetry_demo,2,1,projected,checkout,28,5738
opentelemetry_demo,2,1,projected,add_to_cart,29,5087
opentelemetry_demo,2,1,projected,browse_product,29,5318
opentelemetry_demo,2,1,projected,checkout,29,5939
opentelemetry_demo,2,1,projected,add_to_cart,30,5368
opentelemetry_demo,2,1,projected,browse_product,30,5228
opentelemetry_demo,2,1,projected,checkout,30,5919
opentelemetry_demo,2,2,full,add_to_cart,0,33329
opentelemetry_demo,2,2,full,browse_product,0,18748
opentelemetry_demo,2,2,full,checkout,0,40099
opentelemetry_demo,2,2,full,add_to_cart,1,14802
opentelemetry_demo,2,2,full,browse_product,1,13340
opentelemetry_demo,2,2,full,checkout,1,36193
opentelemetry_demo,2,2,full,add_to_cart,2,13581
opentelemetry_demo,2,2,full,browse_product,2,12659
opentelemetry_demo,2,2,full,checkout,2,56884
opentelemetry_demo,2,2,full,add_to_cart,3,14381
opentelemetry_demo,2,2,full,browse_product,3,12719
opentelemetry_demo,2,2,full,checkout,3,36454
opentelemetry_demo,2,2,full,add_to_cart,4,13480
opentelemetry_demo,2,2,full,browse_product,4,12218
opentelemetry_demo,2,2,full,checkout,4,34891
opentelemetry_demo,2,2,full,add_to_cart,5,13160
opentelemetry_demo,2,2,full,browse_product,5,12068
opentelemetry_demo,2,2,full,checkout,5,35112
opentelemetry_demo,2,2,full,add_to_cart,6,13971
opentelemetry_demo,2,2,full,browse_product,6,11978
opentelemetry_demo,2,2,full,checkout,6,35512
opentelemetry_demo,2,2,full,add_to_cart,7,13179
opentelemetry_demo,2,2,full,browse_product,7,12007
opentelemetry_demo,2,2,full,checkout,7,35813
opentelemetry_demo,2,2,full,add_to_cart,8,13470
opentelemetry_demo,2,2,full,browse_product,8,12238
opentelemetry_demo,2,2,full,checkout,8,35372
opentelemetry_demo,2,2,full,add_to_cart,9,13360
opentelemetry_demo,2,2,full,browse_product,9,12569
opentelemetry_demo,2,2,full,checkout,9,35062
opentelemetry_demo,2,2,full,add_to_cart,10,13459
opentelemetry_demo,2,2,full,browse_product,10,12088
opentelemetry_demo,2,2,full,checkout,10,35382
opentelemetry_demo,2,2,full,add_to_cart,11,12980
opentelemetry_demo,2,2,full,browse_product,11,12028
opentelemetry_demo,2,2,full,checkout,11,34912
opentelemetry_demo,2,2,full,add_to_cart,12,13349
opentelemetry_demo,2,2,full,browse_product,12,11907
opentelemetry_demo,2,2,full,checkout,12,34681
opentelemetry_demo,2,2,full,add_to_cart,13,13159
opentelemetry_demo,2,2,full,browse_product,13,12057
opentelemetry_demo,2,2,full,checkout,13,34812
opentelemetry_demo,2,2,full,add_to_cart,14,13149
opentelemetry_demo,2,2,full,browse_product,14,11868
opentelemetry_demo,2,2,full,checkout,14,34591
opentelemetry_demo,2,2,full,add_to_cart,15,13100
opentelemetry_demo,2,2,full,browse_product,15,11687
opentelemetry_demo,2,2,full,checkout,15,34571
opentelemetry_demo,2,2,full,add_to_cart,16,12819
opentelemetry_demo,2,2,full,browse_product,16,11657
opentelemetry_demo,2,2,full,checkout,16,34510
opentelemetry_demo,2,2,full,add_to_cart,17,13220
opentelemetry_demo,2,2,full,browse_product,17,11687
opentelemetry_demo,2,2,full,checkout,17,34561
opentelemetry_demo,2,2,full,add_to_cart,18,13249
opentelemetry_demo,2,2,full,browse_product,18,11767
opentelemetry_demo,2,2,full,checkout,18,45757
opentelemetry_demo,2,2,full,add_to_cart,19,13830
opentelemetry_demo,2,2,full,browse_product,19,12408
opentelemetry_demo,2,2,full,checkout,19,35493
opentelemetry_demo,2,2,full,add_to_cart,20,13660
opentelemetry_demo,2,2,full,browse_product,20,12068
opentelemetry_demo,2,2,full,checkout,20,35061
opentelemetry_demo,2,2,full,add_to_cart,21,13440
opentelemetry_demo,2,2,full,browse_product,21,11818
opentelemetry_demo,2,2,full,checkout,21,35622
opentelemetry_demo,2,2,full,add_to_cart,22,13430
opentelemetry_demo,2,2,full,browse_product,22,12037
opentelemetry_demo,2,2,full,checkout,22,35202
opentelemetry_demo,2,2,full,add_to_cart,23,13289
opentelemetry_demo,2,2,full,browse_product,23,12028
opentelemetry_demo,2,2,full,checkout,23,35092
opentelemetry_demo,2,2,full,add_to_cart,24,13189
opentelemetry_demo,2,2,full,browse_product,24,12158
opentelemetry_demo,2,2,full,checkout,24,35542
opentelemetry_demo,2,2,full,add_to_cart,25,13410
opentelemetry_demo,2,2,full,browse_product,25,12048
opentelemetry_demo,2,2,full,checkout,25,35062
opentelemetry_demo,2,2,full,add_to_cart,26,13219
opentelemetry_demo,2,2,full,browse_product,26,12178
opentelemetry_demo,2,2,full,checkout,26,35573
opentelemetry_demo,2,2,full,add_to_cart,27,13089
opentelemetry_demo,2,2,full,browse_product,27,11907
opentelemetry_demo,2,2,full,checkout,27,35172
opentelemetry_demo,2,2,full,add_to_cart,28,13570
opentelemetry_demo,2,2,full,browse_product,28,12028
opentelemetry_demo,2,2,full,checkout,28,36063
opentelemetry_demo,2,2,full,add_to_cart,29,14231
opentelemetry_demo,2,2,full,browse_product,29,12969
opentelemetry_demo,2,2,full,checkout,29,35953
opentelemetry_demo,2,2,full,add_to_cart,30,13770
opentelemetry_demo,2,2,full,browse_product,30,11877
opentelemetry_demo,2,2,full,checkout,30,34881
opentelemetry_demo,2,2,projected,add_to_cart,0,16434
opentelemetry_demo,2,2,projected,browse_product,0,9584
opentelemetry_demo,2,2,projected,checkout,0,7861
opentelemetry_demo,2,2,projected,add_to_cart,1,5458
opentelemetry_demo,2,2,projected,browse_product,1,5739
opentelemetry_demo,2,2,projected,checkout,1,6210
opentelemetry_demo,2,2,projected,add_to_cart,2,5127
opentelemetry_demo,2,2,projected,browse_product,2,5458
opentelemetry_demo,2,2,projected,checkout,2,6289
opentelemetry_demo,2,2,projected,add_to_cart,3,5368
opentelemetry_demo,2,2,projected,browse_product,3,5418
opentelemetry_demo,2,2,projected,checkout,3,6059
opentelemetry_demo,2,2,projected,add_to_cart,4,5148
opentelemetry_demo,2,2,projected,browse_product,4,5028
opentelemetry_demo,2,2,projected,checkout,4,28853
opentelemetry_demo,2,2,projected,add_to_cart,5,5618
opentelemetry_demo,2,2,projected,browse_product,5,5619
opentelemetry_demo,2,2,projected,checkout,5,5919
opentelemetry_demo,2,2,projected,add_to_cart,6,5137
opentelemetry_demo,2,2,projected,browse_product,6,5227
opentelemetry_demo,2,2,projected,checkout,6,5558
opentelemetry_demo,2,2,projected,add_to_cart,7,5197
opentelemetry_demo,2,2,projected,browse_product,7,5307
opentelemetry_demo,2,2,projected,checkout,7,5698
opentelemetry_demo,2,2,projected,add_to_cart,8,5017
opentelemetry_demo,2,2,projected,browse_product,8,5528
opentelemetry_demo,2,2,projected,checkout,8,5899
opentelemetry_demo,2,2,projected,add_to_cart,9,5237
opentelemetry_demo,2,2,projected,browse_product,9,5318
opentelemetry_demo,2,2,projected,checkout,9,5719
opentelemetry_demo,2,2,projected,add_to_cart,10,5118
opentelemetry_demo,2,2,projected,browse_product,10,5118
opentelemetry_demo,2,2,projected,checkout,10,5979
opentelemetry_demo,2,2,projected,add_to_cart,11,4927
opentelemetry_demo,2,2,projected,browse_product,11,5198
opentelemetry_demo,2,2,projected,checkout,11,5799
opentelemetry_demo,2,2,projected,add_to_cart,12,5087
opentelemetry_demo,2,2,projected,browse_product,12,5287
opentelemetry_demo,2,2,projected,checkout,12,5778
opentelemetry_demo,2,2,projected,add_to_cart,13,4957
opentelemetry_demo,2,2,projected,browse_product,13,5187
opentelemetry_demo,2,2,projected,checkout,13,5668
opentelemetry_demo,2,2,projected,add_to_cart,14,5408
opentelemetry_demo,2,2,projected,browse_product,14,5228
opentelemetry_demo,2,2,projected,checkout,14,5649
opentelemetry_demo,2,2,projected,add_to_cart,15,5148
opentelemetry_demo,2,2,projected,browse_product,15,5178
opentelemetry_demo,2,2,projected,checkout,15,5649
opentelemetry_demo,2,2,projected,add_to_cart,16,5048
opentelemetry_demo,2,2,projected,browse_product,16,5098
opentelemetry_demo,2,2,projected,checkout,16,6019
opentelemetry_demo,2,2,projected,add_to_cart,17,5137
opentelemetry_demo,2,2,projected,browse_product,17,5297
opentelemetry_demo,2,2,projected,checkout,17,5588
opentelemetry_demo,2,2,projected,add_to_cart,18,5057
opentelemetry_demo,2,2,projected,browse_product,18,5167
opentelemetry_demo,2,2,projected,checkout,18,5638
opentelemetry_demo,2,2,projected,add_to_cart,19,5227
opentelemetry_demo,2,2,projected,browse_product,19,5077
opentelemetry_demo,2,2,projected,checkout,19,5538
opentelemetry_demo,2,2,projected,add_to_cart,20,5238
opentelemetry_demo,2,2,projected,browse_product,20,5077
opentelemetry_demo,2,2,projected,checkout,20,5699
opentelemetry_demo,2,2,projected,add_to_cart,21,5148
opentelemetry_demo,2,2,projected,browse_product,21,5058
opentelemetry_demo,2,2,projected,checkout,21,5838
opentelemetry_demo,2,2,projected,add_to_cart,22,5218
opentelemetry_demo,2,2,projected,browse_product,22,5118
opentelemetry_demo,2,2,projected,checkout,22,5899
opentelemetry_demo,2,2,projected,add_to_cart,23,5058
opentelemetry_demo,2,2,projected,browse_product,23,5098
opentelemetry_demo,2,2,projected,checkout,23,5819
opentelemetry_demo,2,2,projected,add_to_cart,24,5198
opentelemetry_demo,2,2,projected,browse_product,24,5148
opentelemetry_demo,2,2,projected,checkout,24,5779
opentelemetry_demo,2,2,projected,add_to_cart,25,5208
opentelemetry_demo,2,2,projected,browse_product,25,5017
opentelemetry_demo,2,2,projected,checkout,25,5869
opentelemetry_demo,2,2,projected,add_to_cart,26,5247
opentelemetry_demo,2,2,projected,browse_product,26,5217
opentelemetry_demo,2,2,projected,checkout,26,5869
opentelemetry_demo,2,2,projected,add_to_cart,27,5178
opentelemetry_demo,2,2,projected,browse_product,27,5078
opentelemetry_demo,2,2,projected,checkout,27,5739
opentelemetry_demo,2,2,projected,add_to_cart,28,5218
opentelemetry_demo,2,2,projected,browse_product,28,4958
opentelemetry_demo,2,2,projected,checkout,28,5578
opentelemetry_demo,2,2,projected,add_to_cart,29,4797
opentelemetry_demo,2,2,projected,browse_product,29,5207
opentelemetry_demo,2,2,projected,checkout,29,5638
opentelemetry_demo,2,2,projected,add_to_cart,30,5317
opentelemetry_demo,2,2,projected,browse_product,30,5137
opentelemetry_demo,2,2,projected,checkout,30,5869
opentelemetry_demo,2,2,direct,add_to_cart,0,16354
opentelemetry_demo,2,2,direct,browse_product,0,9874
opentelemetry_demo,2,2,direct,checkout,0,9063
opentelemetry_demo,2,2,direct,add_to_cart,1,6149
opentelemetry_demo,2,2,direct,browse_product,1,6149
opentelemetry_demo,2,2,direct,checkout,1,6840
opentelemetry_demo,2,2,direct,add_to_cart,2,28372
opentelemetry_demo,2,2,direct,browse_product,2,6249
opentelemetry_demo,2,2,direct,checkout,2,6389
opentelemetry_demo,2,2,direct,add_to_cart,3,5719
opentelemetry_demo,2,2,direct,browse_product,3,5669
opentelemetry_demo,2,2,direct,checkout,3,5979
opentelemetry_demo,2,2,direct,add_to_cart,4,5228
opentelemetry_demo,2,2,direct,browse_product,4,5478
opentelemetry_demo,2,2,direct,checkout,4,5969
opentelemetry_demo,2,2,direct,add_to_cart,5,5267
opentelemetry_demo,2,2,direct,browse_product,5,5298
opentelemetry_demo,2,2,direct,checkout,5,5769
opentelemetry_demo,2,2,direct,add_to_cart,6,4978
opentelemetry_demo,2,2,direct,browse_product,6,5188
opentelemetry_demo,2,2,direct,checkout,6,5719
opentelemetry_demo,2,2,direct,add_to_cart,7,5148
opentelemetry_demo,2,2,direct,browse_product,7,5338
opentelemetry_demo,2,2,direct,checkout,7,5708
opentelemetry_demo,2,2,direct,add_to_cart,8,5117
opentelemetry_demo,2,2,direct,browse_product,8,5188
opentelemetry_demo,2,2,direct,checkout,8,5608
opentelemetry_demo,2,2,direct,add_to_cart,9,4947
opentelemetry_demo,2,2,direct,browse_product,9,5127
opentelemetry_demo,2,2,direct,checkout,9,5648
opentelemetry_demo,2,2,direct,add_to_cart,10,5057
opentelemetry_demo,2,2,direct,browse_product,10,4987
opentelemetry_demo,2,2,direct,checkout,10,5939
opentelemetry_demo,2,2,direct,add_to_cart,11,5218
opentelemetry_demo,2,2,direct,browse_product,11,5258
opentelemetry_demo,2,2,direct,checkout,11,5859
opentelemetry_demo,2,2,direct,add_to_cart,12,5108
opentelemetry_demo,2,2,direct,browse_product,12,5138
opentelemetry_demo,2,2,direct,checkout,12,5649
opentelemetry_demo,2,2,direct,add_to_cart,13,5228
opentelemetry_demo,2,2,direct,browse_product,13,5047
opentelemetry_demo,2,2,direct,checkout,13,5978
opentelemetry_demo,2,2,direct,add_to_cart,14,5248
opentelemetry_demo,2,2,direct,browse_product,14,5198
opentelemetry_demo,2,2,direct,checkout,14,5919
opentelemetry_demo,2,2,direct,add_to_cart,15,5188
opentelemetry_demo,2,2,direct,browse_product,15,5278
opentelemetry_demo,2,2,direct,checkout,15,5919
opentelemetry_demo,2,2,direct,add_to_cart,16,5277
opentelemetry_demo,2,2,direct,browse_product,16,5198
opentelemetry_demo,2,2,direct,checkout,16,5538
opentelemetry_demo,2,2,direct,add_to_cart,17,5107
opentelemetry_demo,2,2,direct,browse_product,17,5147
opentelemetry_demo,2,2,direct,checkout,17,5719
opentelemetry_demo,2,2,direct,add_to_cart,18,5218
opentelemetry_demo,2,2,direct,browse_product,18,5108
opentelemetry_demo,2,2,direct,checkout,18,5889
opentelemetry_demo,2,2,direct,add_to_cart,19,5498
opentelemetry_demo,2,2,direct,browse_product,19,5659
opentelemetry_demo,2,2,direct,checkout,19,6079
opentelemetry_demo,2,2,direct,add_to_cart,20,5318
opentelemetry_demo,2,2,direct,browse_product,20,5428
opentelemetry_demo,2,2,direct,checkout,20,5879
opentelemetry_demo,2,2,direct,add_to_cart,21,5048
opentelemetry_demo,2,2,direct,browse_product,21,5077
opentelemetry_demo,2,2,direct,checkout,21,5849
opentelemetry_demo,2,2,direct,add_to_cart,22,4977
opentelemetry_demo,2,2,direct,browse_product,22,5108
opentelemetry_demo,2,2,direct,checkout,22,5649
opentelemetry_demo,2,2,direct,add_to_cart,23,5098
opentelemetry_demo,2,2,direct,browse_product,23,5338
opentelemetry_demo,2,2,direct,checkout,23,6269
opentelemetry_demo,2,2,direct,add_to_cart,24,5327
opentelemetry_demo,2,2,direct,browse_product,24,5478
opentelemetry_demo,2,2,direct,checkout,24,5569
opentelemetry_demo,2,2,direct,add_to_cart,25,5138
opentelemetry_demo,2,2,direct,browse_product,25,5308
opentelemetry_demo,2,2,direct,checkout,25,5899
opentelemetry_demo,2,2,direct,add_to_cart,26,5068
opentelemetry_demo,2,2,direct,browse_product,26,5188
opentelemetry_demo,2,2,direct,checkout,26,5968
opentelemetry_demo,2,2,direct,add_to_cart,27,5007
opentelemetry_demo,2,2,direct,browse_product,27,4947
opentelemetry_demo,2,2,direct,checkout,27,5539
opentelemetry_demo,2,2,direct,add_to_cart,28,4877
opentelemetry_demo,2,2,direct,browse_product,28,5208
opentelemetry_demo,2,2,direct,checkout,28,5748
opentelemetry_demo,2,2,direct,add_to_cart,29,4957
opentelemetry_demo,2,2,direct,browse_product,29,5237
opentelemetry_demo,2,2,direct,checkout,29,5658
opentelemetry_demo,2,2,direct,add_to_cart,30,5017
opentelemetry_demo,2,2,direct,browse_product,30,5087
opentelemetry_demo,2,2,direct,checkout,30,5958
spring_petclinic_microservices,0,1,full,create_visit,0,27942
spring_petclinic_microservices,0,1,full,list_owners,0,10370
spring_petclinic_microservices,0,1,full,list_vets,0,7564
spring_petclinic_microservices,0,1,full,owner_details_with_visits,0,16551
spring_petclinic_microservices,0,1,full,create_visit,1,14917
spring_petclinic_microservices,0,1,full,list_owners,1,7354
spring_petclinic_microservices,0,1,full,list_vets,1,6622
spring_petclinic_microservices,0,1,full,owner_details_with_visits,1,15038
spring_petclinic_microservices,0,1,full,create_visit,2,14427
spring_petclinic_microservices,0,1,full,list_owners,2,6382
spring_petclinic_microservices,0,1,full,list_vets,2,5430
spring_petclinic_microservices,0,1,full,owner_details_with_visits,2,13495
spring_petclinic_microservices,0,1,full,create_visit,3,13315
spring_petclinic_microservices,0,1,full,list_owners,3,6002
spring_petclinic_microservices,0,1,full,list_vets,3,5430
spring_petclinic_microservices,0,1,full,owner_details_with_visits,3,13515
spring_petclinic_microservices,0,1,full,create_visit,4,13786
spring_petclinic_microservices,0,1,full,list_owners,4,6371
spring_petclinic_microservices,0,1,full,list_vets,4,5661
spring_petclinic_microservices,0,1,full,owner_details_with_visits,4,13986
spring_petclinic_microservices,0,1,full,create_visit,5,13596
spring_petclinic_microservices,0,1,full,list_owners,5,5781
spring_petclinic_microservices,0,1,full,list_vets,5,5500
spring_petclinic_microservices,0,1,full,owner_details_with_visits,5,13305
spring_petclinic_microservices,0,1,full,create_visit,6,13105
spring_petclinic_microservices,0,1,full,list_owners,6,6041
spring_petclinic_microservices,0,1,full,list_vets,6,5270
spring_petclinic_microservices,0,1,full,owner_details_with_visits,6,13284
spring_petclinic_microservices,0,1,full,create_visit,7,12634
spring_petclinic_microservices,0,1,full,list_owners,7,5541
spring_petclinic_microservices,0,1,full,list_vets,7,5110
spring_petclinic_microservices,0,1,full,owner_details_with_visits,7,12935
spring_petclinic_microservices,0,1,full,create_visit,8,12354
spring_petclinic_microservices,0,1,full,list_owners,8,5420
spring_petclinic_microservices,0,1,full,list_vets,8,5069
spring_petclinic_microservices,0,1,full,owner_details_with_visits,8,12583
spring_petclinic_microservices,0,1,full,create_visit,9,12213
spring_petclinic_microservices,0,1,full,list_owners,9,5500
spring_petclinic_microservices,0,1,full,list_vets,9,5090
spring_petclinic_microservices,0,1,full,owner_details_with_visits,9,13375
spring_petclinic_microservices,0,1,full,create_visit,10,12844
spring_petclinic_microservices,0,1,full,list_owners,10,6272
spring_petclinic_microservices,0,1,full,list_vets,10,5711
spring_petclinic_microservices,0,1,full,owner_details_with_visits,10,34704
spring_petclinic_microservices,0,1,full,create_visit,11,15328
spring_petclinic_microservices,0,1,full,list_owners,11,6181
spring_petclinic_microservices,0,1,full,list_vets,11,5520
spring_petclinic_microservices,0,1,full,owner_details_with_visits,11,13906
spring_petclinic_microservices,0,1,full,create_visit,12,12814
spring_petclinic_microservices,0,1,full,list_owners,12,5701
spring_petclinic_microservices,0,1,full,list_vets,12,5280
spring_petclinic_microservices,0,1,full,owner_details_with_visits,12,13264
spring_petclinic_microservices,0,1,full,create_visit,13,13615
spring_petclinic_microservices,0,1,full,list_owners,13,5721
spring_petclinic_microservices,0,1,full,list_vets,13,5230
spring_petclinic_microservices,0,1,full,owner_details_with_visits,13,14137
spring_petclinic_microservices,0,1,full,create_visit,14,13284
spring_petclinic_microservices,0,1,full,list_owners,14,5530
spring_petclinic_microservices,0,1,full,list_vets,14,5199
spring_petclinic_microservices,0,1,full,owner_details_with_visits,14,13034
spring_petclinic_microservices,0,1,full,create_visit,15,12503
spring_petclinic_microservices,0,1,full,list_owners,15,5380
spring_petclinic_microservices,0,1,full,list_vets,15,4920
spring_petclinic_microservices,0,1,full,owner_details_with_visits,15,12834
spring_petclinic_microservices,0,1,full,create_visit,16,12333
spring_petclinic_microservices,0,1,full,list_owners,16,5350
spring_petclinic_microservices,0,1,full,list_vets,16,4949
spring_petclinic_microservices,0,1,full,owner_details_with_visits,16,12684
spring_petclinic_microservices,0,1,full,create_visit,17,12263
spring_petclinic_microservices,0,1,full,list_owners,17,5470
spring_petclinic_microservices,0,1,full,list_vets,17,5119
spring_petclinic_microservices,0,1,full,owner_details_with_visits,17,13285
spring_petclinic_microservices,0,1,full,create_visit,18,13065
spring_petclinic_microservices,0,1,full,list_owners,18,5490
spring_petclinic_microservices,0,1,full,list_vets,18,5280
spring_petclinic_microservices,0,1,full,owner_details_with_visits,18,12875
spring_petclinic_microservices,0,1,full,create_visit,19,13034
spring_petclinic_microservices,0,1,full,list_owners,19,5851
spring_petclinic_microservices,0,1,full,list_vets,19,5360
spring_petclinic_microservices,0,1,full,owner_details_with_visits,19,13144
spring_petclinic_microservices,0,1,full,create_visit,20,12613
spring_petclinic_microservices,0,1,full,list_owners,20,5420
spring_petclinic_microservices,0,1,full,list_vets,20,5040
spring_petclinic_microservices,0,1,full,owner_details_with_visits,20,12823
spring_petclinic_microservices,0,1,full,create_visit,21,12563
spring_petclinic_microservices,0,1,full,list_owners,21,5450
spring_petclinic_microservices,0,1,full,list_vets,21,5129
spring_petclinic_microservices,0,1,full,owner_details_with_visits,21,12754
spring_petclinic_microservices,0,1,full,create_visit,22,12584
spring_petclinic_microservices,0,1,full,list_owners,22,5901
spring_petclinic_microservices,0,1,full,list_vets,22,5721
spring_petclinic_microservices,0,1,full,owner_details_with_visits,22,13556
spring_petclinic_microservices,0,1,full,create_visit,23,13014
spring_petclinic_microservices,0,1,full,list_owners,23,5771
spring_petclinic_microservices,0,1,full,list_vets,23,5250
spring_petclinic_microservices,0,1,full,owner_details_with_visits,23,12884
spring_petclinic_microservices,0,1,full,create_visit,24,12554
spring_petclinic_microservices,0,1,full,list_owners,24,5490
spring_petclinic_microservices,0,1,full,list_vets,24,5150
spring_petclinic_microservices,0,1,full,owner_details_with_visits,24,12924
spring_petclinic_microservices,0,1,full,create_visit,25,12763
spring_petclinic_microservices,0,1,full,list_owners,25,5540
spring_petclinic_microservices,0,1,full,list_vets,25,5169
spring_petclinic_microservices,0,1,full,owner_details_with_visits,25,12944
spring_petclinic_microservices,0,1,full,create_visit,26,12553
spring_petclinic_microservices,0,1,full,list_owners,26,5410
spring_petclinic_microservices,0,1,full,list_vets,26,5120
spring_petclinic_microservices,0,1,full,owner_details_with_visits,26,12794
spring_petclinic_microservices,0,1,full,create_visit,27,12333
spring_petclinic_microservices,0,1,full,list_owners,27,5330
spring_petclinic_microservices,0,1,full,list_vets,27,5030
spring_petclinic_microservices,0,1,full,owner_details_with_visits,27,12504
spring_petclinic_microservices,0,1,full,create_visit,28,12383
spring_petclinic_microservices,0,1,full,list_owners,28,5260
spring_petclinic_microservices,0,1,full,list_vets,28,5160
spring_petclinic_microservices,0,1,full,owner_details_with_visits,28,12774
spring_petclinic_microservices,0,1,full,create_visit,29,12303
spring_petclinic_microservices,0,1,full,list_owners,29,5580
spring_petclinic_microservices,0,1,full,list_vets,29,5139
spring_petclinic_microservices,0,1,full,owner_details_with_visits,29,12833
spring_petclinic_microservices,0,1,full,create_visit,30,12463
spring_petclinic_microservices,0,1,full,list_owners,30,5470
spring_petclinic_microservices,0,1,full,list_vets,30,5150
spring_petclinic_microservices,0,1,full,owner_details_with_visits,30,12553
spring_petclinic_microservices,0,1,projected,create_visit,0,25898
spring_petclinic_microservices,0,1,projected,list_owners,0,8826
spring_petclinic_microservices,0,1,projected,list_vets,0,6131
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,0,8195
spring_petclinic_microservices,0,1,projected,create_visit,1,7274
spring_petclinic_microservices,0,1,projected,list_owners,1,4930
spring_petclinic_microservices,0,1,projected,list_vets,1,4639
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,1,6582
spring_petclinic_microservices,0,1,projected,create_visit,2,6322
spring_petclinic_microservices,0,1,projected,list_owners,2,4508
spring_petclinic_microservices,0,1,projected,list_vets,2,4197
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,2,6602
spring_petclinic_microservices,0,1,projected,create_visit,3,6472
spring_petclinic_microservices,0,1,projected,list_owners,3,4608
spring_petclinic_microservices,0,1,projected,list_vets,3,4188
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,3,5992
spring_petclinic_microservices,0,1,projected,create_visit,4,5982
spring_petclinic_microservices,0,1,projected,list_owners,4,4288
spring_petclinic_microservices,0,1,projected,list_vets,4,4117
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,4,5881
spring_petclinic_microservices,0,1,projected,create_visit,5,5680
spring_petclinic_microservices,0,1,projected,list_owners,5,4178
spring_petclinic_microservices,0,1,projected,list_vets,5,4218
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,5,5710
spring_petclinic_microservices,0,1,projected,create_visit,6,6142
spring_petclinic_microservices,0,1,projected,list_owners,6,4257
spring_petclinic_microservices,0,1,projected,list_vets,6,4148
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,6,6212
spring_petclinic_microservices,0,1,projected,create_visit,7,5891
spring_petclinic_microservices,0,1,projected,list_owners,7,4268
spring_petclinic_microservices,0,1,projected,list_vets,7,4207
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,7,5911
spring_petclinic_microservices,0,1,projected,create_visit,8,6231
spring_petclinic_microservices,0,1,projected,list_owners,8,4288
spring_petclinic_microservices,0,1,projected,list_vets,8,4177
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,8,5891
spring_petclinic_microservices,0,1,projected,create_visit,9,5811
spring_petclinic_microservices,0,1,projected,list_owners,9,4328
spring_petclinic_microservices,0,1,projected,list_vets,9,4158
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,9,5881
spring_petclinic_microservices,0,1,projected,create_visit,10,5681
spring_petclinic_microservices,0,1,projected,list_owners,10,4098
spring_petclinic_microservices,0,1,projected,list_vets,10,4078
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,10,5711
spring_petclinic_microservices,0,1,projected,create_visit,11,5761
spring_petclinic_microservices,0,1,projected,list_owners,11,4128
spring_petclinic_microservices,0,1,projected,list_vets,11,4138
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,11,5921
spring_petclinic_microservices,0,1,projected,create_visit,12,5610
spring_petclinic_microservices,0,1,projected,list_owners,12,4178
spring_petclinic_microservices,0,1,projected,list_vets,12,4168
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,12,5861
spring_petclinic_microservices,0,1,projected,create_visit,13,5651
spring_petclinic_microservices,0,1,projected,list_owners,13,4158
spring_petclinic_microservices,0,1,projected,list_vets,13,4067
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,13,5841
spring_petclinic_microservices,0,1,projected,create_visit,14,5862
spring_petclinic_microservices,0,1,projected,list_owners,14,4128
spring_petclinic_microservices,0,1,projected,list_vets,14,4168
spring_petclinic_microservices,0,1,projected,owner_details_with_visits,14,5821
spring_petclinic_microservices,0,1,projected,create_visit,15,5701
spring_petclinic_microservices,0,1,projected,list_owners,15,4078
spring_petclinic_microservices,0,1,projected,list_vets,15,4127
