application,campaign_id,evaluator_reason,evaluator_status,forecast,law,method,metrics,operation,placement,repetition
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 9.444444444444445, ""attempts"": 900, ""brier"": 0.09444444444444444, ""forecast"": 1.0, ""observed"": 0.9055555555555556, ""signed_error_pp"": 9.444444444444445, ""successes"": 815}",create_visit,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""attempts"": 900, ""exact_fraction"": ""862/900"", ""probability"": 0.9577777777777777, ""reason"": null, ""status"": ""ok"", ""successes"": 862, ""timeouts"": 12}",NC,B0,"{""absolute_error_pp"": 5.222222222222217, ""attempts"": 900, ""brier"": 0.08825185185185185, ""forecast"": 0.9577777777777777, ""observed"": 0.9055555555555556, ""signed_error_pp"": 5.222222222222217, ""successes"": 815}",create_visit,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""model_id"": ""campaign-313e0757654570e09407--create_visit--conditional_local"", ""probability"": 0.9578849281012516, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 5.2329372545696025, ""attempts"": 900, ""brier"": 0.08826305458905094, ""forecast"": 0.9578849281012516, ""observed"": 0.9055555555555556, ""signed_error_pp"": 5.2329372545696025, ""successes"": 815}",create_visit,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""model_id"": ""campaign-313e0757654570e09407--create_visit--inclusive"", ""probability"": 0.9302126968449932, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 2.4657141289437634, ""attempts"": 900, ""brier"": 0.08613266597459199, ""forecast"": 0.9302126968449932, ""observed"": 0.9055555555555556, ""signed_error_pp"": 2.4657141289437634, ""successes"": 815}",create_visit,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_deadline,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_completion,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""attempts"": 900, ""exact_fraction"": ""900/900"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""successes"": 900, ""timeouts"": 0}",NC,B0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""model_id"": ""campaign-313e0757654570e09407--list_owners--conditional_local"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""model_id"": ""campaign-313e0757654570e09407--list_owners--inclusive"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_deadline,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_completion,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""attempts"": 900, ""exact_fraction"": ""900/900"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""successes"": 900, ""timeouts"": 0}",NC,B0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""model_id"": ""campaign-313e0757654570e09407--list_vets--conditional_local"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""model_id"": ""campaign-313e0757654570e09407--list_vets--inclusive"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""19/20"", ""probability"": 0.95, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 1.5555555555555545, ""attempts"": 900, ""brier"": 0.0615, ""forecast"": 0.95, ""observed"": 0.9344444444444444, ""signed_error_pp"": 1.5555555555555545, ""successes"": 841}",owner_details_with_visits,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""883/900"", ""probability"": 0.9811111111111112, ""reason"": null, ""status"": ""ok""}",NC,GID,"{""absolute_error_pp"": 4.666666666666675, ""attempts"": 900, ""brier"": 0.06343580246913581, ""forecast"": 0.9811111111111112, ""observed"": 0.9344444444444444, ""signed_error_pp"": 4.666666666666675, ""successes"": 841}",owner_details_with_visits,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""identified_lower"": 0.9644444444444444, ""identified_upper"": 0.9766666666666667, ""lower_exact"": ""217/225"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""293/300""}",NC,Gselected,,owner_details_with_visits,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""identified_lower"": 0.95, ""identified_upper"": 0.9644444444444444, ""lower_exact"": ""19/20"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""217/225""}",NC,G_without_deadline,,owner_details_with_visits,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""859/900"", ""probability"": 0.9544444444444444, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 2.0000000000000018, ""attempts"": 900, ""brier"": 0.061658024691358025, ""forecast"": 0.9544444444444444, ""observed"": 0.9344444444444444, ""signed_error_pp"": 2.0000000000000018, ""successes"": 841}",owner_details_with_visits,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""identified_lower"": 0.95, ""identified_upper"": 0.9622222222222222, ""lower_exact"": ""19/20"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""433/450""}",NC,G_without_completion,,owner_details_with_visits,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 6.555555555555559, ""attempts"": 900, ""brier"": 0.06555555555555556, ""forecast"": 1.0, ""observed"": 0.9344444444444444, ""signed_error_pp"": 6.555555555555559, ""successes"": 841}",owner_details_with_visits,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""attempts"": 900, ""exact_fraction"": ""861/900"", ""probability"": 0.9566666666666667, ""reason"": null, ""status"": ""ok"", ""successes"": 861, ""timeouts"": 13}",NC,B0,"{""absolute_error_pp"": 2.2222222222222254, ""attempts"": 900, ""brier"": 0.061751851851851856, ""forecast"": 0.9566666666666667, ""observed"": 0.9344444444444444, ""signed_error_pp"": 2.2222222222222254, ""successes"": 841}",owner_details_with_visits,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""model_id"": ""campaign-313e0757654570e09407--owner_details_with_visits--conditional_local"", ""probability"": 0.9566666666666667, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 2.2222222222222254, ""attempts"": 900, ""brier"": 0.061751851851851856, ""forecast"": 0.9566666666666667, ""observed"": 0.9344444444444444, ""signed_error_pp"": 2.2222222222222254, ""successes"": 841}",owner_details_with_visits,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/1,,qualified,"{""model_id"": ""campaign-313e0757654570e09407--owner_details_with_visits--inclusive"", ""probability"": 0.9566666666666667, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 2.2222222222222254, ""attempts"": 900, ""brier"": 0.061751851851851856, ""forecast"": 0.9566666666666667, ""observed"": 0.9344444444444444, ""signed_error_pp"": 2.2222222222222254, ""successes"": 841}",owner_details_with_visits,colocated,1
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""827/900"", ""probability"": 0.9188888888888889, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 1.7777777777777781, ""attempts"": 900, ""brier"": 0.08942592592592592, ""forecast"": 0.9188888888888889, ""observed"": 0.9011111111111111, ""signed_error_pp"": 1.7777777777777781, ""successes"": 811}",create_visit,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""217/225"", ""probability"": 0.9644444444444444, ""reason"": null, ""status"": ""ok""}",NC,GID,"{""absolute_error_pp"": 6.333333333333336, ""attempts"": 900, ""brier"": 0.09312098765432097, ""forecast"": 0.9644444444444444, ""observed"": 0.9011111111111111, ""signed_error_pp"": 6.333333333333336, ""successes"": 811}",create_visit,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""identified_lower"": 0.9422222222222222, ""identified_upper"": 0.9522222222222222, ""lower_exact"": ""212/225"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""857/900""}",NC,Gselected,,create_visit,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""identified_lower"": 0.9188888888888889, ""identified_upper"": 0.9388888888888889, ""lower_exact"": ""827/900"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""169/180""}",NC,G_without_deadline,,create_visit,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""419/450"", ""probability"": 0.9311111111111111, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 3.0000000000000027, ""attempts"": 900, ""brier"": 0.09000987654320988, ""forecast"": 0.9311111111111111, ""observed"": 0.9011111111111111, ""signed_error_pp"": 3.0000000000000027, ""successes"": 811}",create_visit,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""identified_lower"": 0.9222222222222223, ""identified_upper"": 0.9322222222222222, ""lower_exact"": ""83/90"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""839/900""}",NC,G_without_completion,,create_visit,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 9.888888888888891, ""attempts"": 900, ""brier"": 0.09888888888888889, ""forecast"": 1.0, ""observed"": 0.9011111111111111, ""signed_error_pp"": 9.888888888888891, ""successes"": 811}",create_visit,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""attempts"": 900, ""exact_fraction"": ""842/900"", ""probability"": 0.9355555555555556, ""reason"": null, ""status"": ""ok"", ""successes"": 842, ""timeouts"": 18}",NC,B0,"{""absolute_error_pp"": 3.44444444444445, ""attempts"": 900, ""brier"": 0.09029629629629629, ""forecast"": 0.9355555555555556, ""observed"": 0.9011111111111111, ""signed_error_pp"": 3.44444444444445, ""successes"": 811}",create_visit,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""model_id"": ""campaign-7422db5feffb8dffb7e7--create_visit--conditional_local"", ""probability"": 0.9358021360895779, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 3.4691024978466767, ""attempts"": 900, ""brier"": 0.09031334375726649, ""forecast"": 0.9358021360895779, ""observed"": 0.9011111111111111, ""signed_error_pp"": 3.4691024978466767, ""successes"": 811}",create_visit,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""model_id"": ""campaign-7422db5feffb8dffb7e7--create_visit--inclusive"", ""probability"": 0.8942109300411523, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 0.6900181069958822, ""attempts"": 900, ""brier"": 0.0891574890420081, ""forecast"": 0.8942109300411523, ""observed"": 0.9011111111111111, ""signed_error_pp"": -0.6900181069958822, ""successes"": 811}",create_visit,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_deadline,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_completion,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""attempts"": 900, ""exact_fraction"": ""900/900"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""successes"": 900, ""timeouts"": 0}",NC,B0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""model_id"": ""campaign-7422db5feffb8dffb7e7--list_owners--conditional_local"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""model_id"": ""campaign-7422db5feffb8dffb7e7--list_owners--inclusive"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_owners,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_deadline,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_completion,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""attempts"": 900, ""exact_fraction"": ""900/900"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""successes"": 900, ""timeouts"": 0}",NC,B0,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""model_id"": ""campaign-7422db5feffb8dffb7e7--list_vets--conditional_local"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,2
spring_petclinic_microservices,v3-main-771601/spring_petclinic_microservices/colocated/NC/2,,qualified,"{""model_id"": ""campaign-7422db5feffb8dffb7e7--list_vets--inclusive"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}",list_vets,colocated,2
