campaign_id,profile,placement,failure_law,repetition,source_run_id,operation,all_sequence_requests,all_sequence_successes,all_sequence_availability,stable_requests,stable_successes,stable_availability
opentelemetry_demo--split--N--r3,opentelemetry_demo,split,N,3,33990678586,add_to_cart,1200,1091,0.9091666666666667,981,904,0.9215086646279307
opentelemetry_demo--split--N--r3,opentelemetry_demo,split,N,3,33990678586,checkout,1200,909,0.7575,956,770,0.805439330543933
opentelemetry_demo--split--N--r4,opentelemetry_demo,split,N,4,33990678586,browse_product,1200,1067,0.8891666666666667,977,900,0.9211873080859775
opentelemetry_demo--split--N--r4,opentelemetry_demo,split,N,4,33990678586,add_to_cart,1200,1071,0.8925,977,894,0.9150460593654043
opentelemetry_demo--split--N--r4,opentelemetry_demo,split,N,4,33990678586,checkout,1200,926,0.7716666666666666,968,780,0.8057851239669421
opentelemetry_demo--split--N--r5,opentelemetry_demo,split,N,5,33990678586,browse_product,1200,1068,0.89,945,866,0.9164021164021164
opentelemetry_demo--split--N--r5,opentelemetry_demo,split,N,5,33990678586,add_to_cart,1200,1033,0.8608333333333333,953,840,0.881427072402938
opentelemetry_demo--split--N--r5,opentelemetry_demo,split,N,5,33990678586,checkout,1200,868,0.7233333333333334,926,724,0.7818574514038877
opentelemetry_demo--split--N--r6,opentelemetry_demo,split,N,6,33990678586,browse_product,1200,1054,0.8783333333333333,975,879,0.9015384615384615
opentelemetry_demo--split--N--r6,opentelemetry_demo,split,N,6,33990678586,add_to_cart,1200,1055,0.8791666666666667,965,884,0.9160621761658031
opentelemetry_demo--split--N--r6,opentelemetry_demo,split,N,6,33990678586,checkout,1200,919,0.7658333333333334,979,790,0.8069458631256384
opentelemetry_demo--split--N--r7,opentelemetry_demo,split,N,7,33990678586,browse_product,1200,1069,0.8908333333333334,980,897,0.9153061224489796
opentelemetry_demo--split--N--r7,opentelemetry_demo,split,N,7,33990678586,add_to_cart,1200,1092,0.91,993,916,0.9224572004028198
opentelemetry_demo--split--N--r7,opentelemetry_demo,split,N,7,33990678586,checkout,1200,934,0.7783333333333333,992,811,0.8175403225806451
opentelemetry_demo--split--N--r8,opentelemetry_demo,split,N,8,33990678586,browse_product,1200,1077,0.8975,997,921,0.9237713139418254
opentelemetry_demo--split--N--r8,opentelemetry_demo,split,N,8,33990678586,add_to_cart,1200,1077,0.8975,987,907,0.9189463019250254
opentelemetry_demo--split--N--r8,opentelemetry_demo,split,N,8,33990678586,checkout,1200,932,0.7766666666666666,987,805,0.8156028368794326
opentelemetry_demo--split--N--r9,opentelemetry_demo,split,N,9,33990678586,browse_product,1200,1074,0.895,980,892,0.9102040816326531
opentelemetry_demo--split--N--r9,opentelemetry_demo,split,N,9,33990678586,add_to_cart,1200,1076,0.8966666666666666,984,905,0.9197154471544715
opentelemetry_demo--split--N--r9,opentelemetry_demo,split,N,9,33990678586,checkout,1200,893,0.7441666666666666,964,763,0.7914937759336099
opentelemetry_demo--split--NC--r0,opentelemetry_demo,split,NC,0,33990678586,browse_product,1200,1044,0.87,858,788,0.9184149184149184
opentelemetry_demo--split--NC--r0,opentelemetry_demo,split,NC,0,33990678586,add_to_cart,1200,1011,0.8425,825,735,0.8909090909090909
opentelemetry_demo--split--NC--r0,opentelemetry_demo,split,NC,0,33990678586,checkout,1200,918,0.765,854,711,0.832552693208431
opentelemetry_demo--split--NC--r1,opentelemetry_demo,split,NC,1,33990678586,browse_product,1200,1029,0.8575,886,790,0.891647855530474
opentelemetry_demo--split--NC--r1,opentelemetry_demo,split,NC,1,33990678586,add_to_cart,1200,1027,0.8558333333333333,877,787,0.8973774230330672
opentelemetry_demo--split--NC--r1,opentelemetry_demo,split,NC,1,33990678586,checkout,1200,943,0.7858333333333334,886,741,0.8363431151241535
opentelemetry_demo--split--NC--r2,opentelemetry_demo,split,NC,2,33990678586,browse_product,1200,1039,0.8658333333333333,877,789,0.8996579247434435
opentelemetry_demo--split--NC--r2,opentelemetry_demo,split,NC,2,33990678586,add_to_cart,1200,1026,0.855,864,773,0.8946759259259259
opentelemetry_demo--split--NC--r2,opentelemetry_demo,split,NC,2,33990678586,checkout,1200,922,0.7683333333333333,906,739,0.8156732891832229
opentelemetry_demo--split--NC--r3,opentelemetry_demo,split,NC,3,33990678586,browse_product,1200,1047,0.8725,878,788,0.89749430523918
opentelemetry_demo--split--NC--r3,opentelemetry_demo,split,NC,3,33990678586,add_to_cart,1200,1040,0.8666666666666667,875,787,0.8994285714285715
opentelemetry_demo--split--NC--r3,opentelemetry_demo,split,NC,3,33990678586,checkout,1200,859,0.7158333333333333,861,658,0.7642276422764228
opentelemetry_demo--split--NC--r4,opentelemetry_demo,split,NC,4,33990678586,browse_product,1200,1032,0.86,883,779,0.8822197055492639
opentelemetry_demo--split--NC--r4,opentelemetry_demo,split,NC,4,33990678586,add_to_cart,1200,1023,0.8525,843,753,0.8932384341637011
opentelemetry_demo--split--NC--r4,opentelemetry_demo,split,NC,4,33990678586,checkout,1200,872,0.7266666666666667,856,677,0.7908878504672897
opentelemetry_demo--split--NC--r5,opentelemetry_demo,split,NC,5,33990678586,browse_product,1200,1032,0.86,891,786,0.8821548821548821
opentelemetry_demo--split--NC--r5,opentelemetry_demo,split,NC,5,33990678586,add_to_cart,1200,1029,0.8575,883,792,0.8969422423556059
opentelemetry_demo--split--NC--r5,opentelemetry_demo,split,NC,5,33990678586,checkout,1200,927,0.7725,871,735,0.8438576349024111
opentelemetry_demo--split--NC--r6,opentelemetry_demo,split,NC,6,33990678586,browse_product,1200,1017,0.8475,867,764,0.881199538638985
opentelemetry_demo--split--NC--r6,opentelemetry_demo,split,NC,6,33990678586,add_to_cart,1200,1048,0.8733333333333333,887,802,0.9041713641488163
opentelemetry_demo--split--NC--r6,opentelemetry_demo,split,NC,6,33990678586,checkout,1200,867,0.7225,878,682,0.7767653758542141
opentelemetry_demo--split--NC--r7,opentelemetry_demo,split,NC,7,33990678586,browse_product,1200,1046,0.8716666666666667,874,789,0.902745995423341
opentelemetry_demo--split--NC--r7,opentelemetry_demo,split,NC,7,33990678586,add_to_cart,1200,1036,0.8633333333333333,857,767,0.8949824970828472
opentelemetry_demo--split--NC--r7,opentelemetry_demo,split,NC,7,33990678586,checkout,1200,928,0.7733333333333333,868,734,0.8456221198156681
opentelemetry_demo--split--NC--r8,opentelemetry_demo,split,NC,8,33990678586,browse_product,1200,1073,0.8941666666666667,883,814,0.9218573046432617
opentelemetry_demo--split--NC--r8,opentelemetry_demo,split,NC,8,33990678586,add_to_cart,1200,1064,0.8866666666666667,884,809,0.915158371040724
opentelemetry_demo--split--NC--r8,opentelemetry_demo,split,NC,8,33990678586,checkout,1200,923,0.7691666666666667,879,721,0.820250284414107
opentelemetry_demo--split--NC--r9,opentelemetry_demo,split,NC,9,33990678586,browse_product,1200,1034,0.8616666666666667,894,809,0.9049217002237137
opentelemetry_demo--split--NC--r9,opentelemetry_demo,split,NC,9,33990678586,add_to_cart,1200,1041,0.8675,888,800,0.9009009009009009
opentelemetry_demo--split--NC--r9,opentelemetry_demo,split,NC,9,33990678586,checkout,1200,917,0.7641666666666667,884,729,0.8246606334841629
opentelemetry_demo--split--ND--r0,opentelemetry_demo,split,ND,0,33990678586,browse_product,1200,1013,0.8441666666666666,905,786,0.8685082872928177
opentelemetry_demo--split--ND--r0,opentelemetry_demo,split,ND,0,33990678586,add_to_cart,1200,1048,0.8733333333333333,914,813,0.8894967177242888
opentelemetry_demo--split--ND--r0,opentelemetry_demo,split,ND,0,33990678586,checkout,1200,781,0.6508333333333334,927,657,0.7087378640776699
opentelemetry_demo--split--ND--r1,opentelemetry_demo,split,ND,1,33990678586,browse_product,1200,1031,0.8591666666666666,958,857,0.894572025052192
opentelemetry_demo--split--ND--r1,opentelemetry_demo,split,ND,1,33990678586,add_to_cart,1200,1028,0.8566666666666667,935,826,0.8834224598930481
opentelemetry_demo--split--ND--r1,opentelemetry_demo,split,ND,1,33990678586,checkout,1200,837,0.6975,912,691,0.7576754385964912
opentelemetry_demo--split--ND--r2,opentelemetry_demo,split,ND,2,33990678586,browse_product,1200,993,0.8275,939,794,0.845580404685836
opentelemetry_demo--split--ND--r2,opentelemetry_demo,split,ND,2,33990678586,add_to_cart,1200,1029,0.8575,963,842,0.8743509865005192
opentelemetry_demo--split--ND--r2,opentelemetry_demo,split,ND,2,33990678586,checkout,1200,803,0.6691666666666667,924,669,0.724025974025974
opentelemetry_demo--split--ND--r3,opentelemetry_demo,split,ND,3,33990678586,browse_product,1200,1044,0.87,941,837,0.8894792773645058
opentelemetry_demo--split--ND--r3,opentelemetry_demo,split,ND,3,33990678586,add_to_cart,1200,1029,0.8575,943,823,0.8727465535524921
opentelemetry_demo--split--ND--r3,opentelemetry_demo,split,ND,3,33990678586,checkout,1200,863,0.7191666666666666,952,723,0.759453781512605
opentelemetry_demo--split--ND--r4,opentelemetry_demo,split,ND,4,33990678586,browse_product,1200,975,0.8125,907,753,0.8302094818081588
opentelemetry_demo--split--ND--r4,opentelemetry_demo,split,ND,4,33990678586,add_to_cart,1200,1001,0.8341666666666666,889,752,0.8458942632170978
opentelemetry_demo--split--ND--r4,opentelemetry_demo,split,ND,4,33990678586,checkout,1200,771,0.6425,908,605,0.6662995594713657
opentelemetry_demo--split--ND--r5,opentelemetry_demo,split,ND,5,33990678586,browse_product,1200,1032,0.86,926,805,0.8693304535637149
opentelemetry_demo--split--ND--r5,opentelemetry_demo,split,ND,5,33990678586,add_to_cart,1200,1021,0.8508333333333333,920,808,0.8782608695652174
opentelemetry_demo--split--ND--r5,opentelemetry_demo,split,ND,5,33990678586,checkout,1200,782,0.6516666666666666,930,624,0.6709677419354839
opentelemetry_demo--split--ND--r6,opentelemetry_demo,split,ND,6,33990678586,browse_product,1200,991,0.8258333333333333,917,775,0.8451472191930207
opentelemetry_demo--split--ND--r6,opentelemetry_demo,split,ND,6,33990678586,add_to_cart,1200,1018,0.8483333333333334,922,808,0.8763557483731019
opentelemetry_demo--split--ND--r6,opentelemetry_demo,split,ND,6,33990678586,checkout,1200,759,0.6325,919,641,0.6974972796517954
opentelemetry_demo--split--ND--r7,opentelemetry_demo,split,ND,7,33990678586,browse_product,1200,1019,0.8491666666666666,934,805,0.8618843683083511
opentelemetry_demo--split--ND--r7,opentelemetry_demo,split,ND,7,33990678586,add_to_cart,1200,1018,0.8483333333333334,964,839,0.8703319502074689
opentelemetry_demo--split--ND--r7,opentelemetry_demo,split,ND,7,33990678586,checkout,1200,843,0.7025,958,704,0.7348643006263048
opentelemetry_demo--split--ND--r8,opentelemetry_demo,split,ND,8,33990678586,browse_product,1200,1013,0.8441666666666666,941,822,0.873538788522848
opentelemetry_demo--split--ND--r8,opentelemetry_demo,split,ND,8,33990678586,add_to_cart,1200,1020,0.85,943,814,0.8632025450689289
opentelemetry_demo--split--ND--r8,opentelemetry_demo,split,ND,8,33990678586,checkout,1200,805,0.6708333333333333,958,682,0.7118997912317327
opentelemetry_demo--split--ND--r9,opentelemetry_demo,split,ND,9,33990678586,browse_product,1200,1012,0.8433333333333334,928,809,0.8717672413793104
opentelemetry_demo--split--ND--r9,opentelemetry_demo,split,ND,9,33990678586,add_to_cart,1200,1011,0.8425,896,775,0.8649553571428571
opentelemetry_demo--split--ND--r9,opentelemetry_demo,split,ND,9,33990678586,checkout,1200,834,0.695,926,666,0.7192224622030238
opentelemetry_demo--split--NCD--r0,opentelemetry_demo,split,NCD,0,33990678586,browse_product,1200,958,0.7983333333333333,832,687,0.8257211538461539
opentelemetry_demo--split--NCD--r0,opentelemetry_demo,split,NCD,0,33990678586,add_to_cart,1200,977,0.8141666666666667,827,693,0.837968561064087
opentelemetry_demo--split--NCD--r0,opentelemetry_demo,split,NCD,0,33990678586,checkout,1200,813,0.6775,824,599,0.7269417475728155
opentelemetry_demo--split--NCD--r1,opentelemetry_demo,split,NCD,1,33990678586,browse_product,1200,960,0.8,824,682,0.8276699029126213
opentelemetry_demo--split--NCD--r1,opentelemetry_demo,split,NCD,1,33990678586,add_to_cart,1200,951,0.7925,823,683,0.8298906439854192
opentelemetry_demo--split--NCD--r1,opentelemetry_demo,split,NCD,1,33990678586,checkout,1200,536,0.44666666666666666,802,387,0.4825436408977556
opentelemetry_demo--split--NCD--r2,opentelemetry_demo,split,NCD,2,33990678586,browse_product,1200,524,0.43666666666666665,806,351,0.43548387096774194
opentelemetry_demo--split--NCD--r2,opentelemetry_demo,split,NCD,2,33990678586,add_to_cart,1200,518,0.43166666666666664,799,371,0.4643304130162703
opentelemetry_demo--split--NCD--r2,opentelemetry_demo,split,NCD,2,33990678586,checkout,1200,351,0.2925,807,243,0.30111524163568776
opentelemetry_demo--split--NCD--r3,opentelemetry_demo,split,NCD,3,33990678586,browse_product,1200,955,0.7958333333333333,841,708,0.8418549346016647
opentelemetry_demo--split--NCD--r3,opentelemetry_demo,split,NCD,3,33990678586,add_to_cart,1200,947,0.7891666666666667,813,675,0.8302583025830258
opentelemetry_demo--split--NCD--r3,opentelemetry_demo,split,NCD,3,33990678586,checkout,1200,567,0.4725,821,419,0.510353227771011
opentelemetry_demo--split--NCD--r4,opentelemetry_demo,split,NCD,4,33990678586,browse_product,1200,974,0.8116666666666666,772,661,0.8562176165803109
opentelemetry_demo--split--NCD--r4,opentelemetry_demo,split,NCD,4,33990678586,add_to_cart,1200,952,0.7933333333333333,791,652,0.8242730720606827
opentelemetry_demo--split--NCD--r4,opentelemetry_demo,split,NCD,4,33990678586,checkout,1200,673,0.5608333333333333,829,500,0.6031363088057901
opentelemetry_demo--split--NCD--r5,opentelemetry_demo,split,NCD,5,33990678586,browse_product,1200,966,0.805,793,664,0.8373266078184111
opentelemetry_demo--split--NCD--r5,opentelemetry_demo,split,NCD,5,33990678586,add_to_cart,1200,948,0.79,778,643,0.8264781491002571
opentelemetry_demo--split--NCD--r5,opentelemetry_demo,split,NCD,5,33990678586,checkout,1200,721,0.6008333333333333,790,508,0.6430379746835443
opentelemetry_demo--split--NCD--r6,opentelemetry_demo,split,NCD,6,33990678586,browse_product,1200,986,0.8216666666666667,812,682,0.8399014778325123
opentelemetry_demo--split--NCD--r6,opentelemetry_demo,split,NCD,6,33990678586,add_to_cart,1200,994,0.8283333333333334,798,672,0.8421052631578947
opentelemetry_demo--split--NCD--r6,opentelemetry_demo,split,NCD,6,33990678586,checkout,1200,328,0.2733333333333333,763,210,0.27522935779816515
opentelemetry_demo--split--NCD--r7,opentelemetry_demo,split,NCD,7,33990678586,browse_product,1200,489,0.4075,827,341,0.41233373639661425
opentelemetry_demo--split--NCD--r7,opentelemetry_demo,split,NCD,7,33990678586,add_to_cart,1200,520,0.43333333333333335,818,376,0.45965770171149145
opentelemetry_demo--split--NCD--r7,opentelemetry_demo,split,NCD,7,33990678586,checkout,1200,335,0.2791666666666667,833,261,0.3133253301320528
opentelemetry_demo--split--NCD--r8,opentelemetry_demo,split,NCD,8,33990678586,browse_product,1200,497,0.4141666666666667,827,364,0.44014510278113667
opentelemetry_demo--split--NCD--r8,opentelemetry_demo,split,NCD,8,33990678586,add_to_cart,1200,525,0.4375,830,377,0.4542168674698795
opentelemetry_demo--split--NCD--r8,opentelemetry_demo,split,NCD,8,33990678586,checkout,1200,363,0.3025,826,266,0.3220338983050847
opentelemetry_demo--split--NCD--r9,opentelemetry_demo,split,NCD,9,33990678586,browse_product,1200,969,0.8075,816,695,0.8517156862745098
opentelemetry_demo--split--NCD--r9,opentelemetry_demo,split,NCD,9,33990678586,add_to_cart,1200,966,0.805,799,675,0.8448060075093867
opentelemetry_demo--split--NCD--r9,opentelemetry_demo,split,NCD,9,33990678586,checkout,1200,587,0.4891666666666667,813,437,0.5375153751537516
