profile,case_id,method,round,returncode,timed_out,wall_seconds,cpu_seconds,peak_rss_mib
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,cudd_sift_once,1,0,False,0.25,0.25,76.83984375
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,agrum_lazy,1,0,False,0.15,0.15,47.58984375
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_home_timeline,storm_exact,1,0,False,0.23,0.22,93.21484375
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_controls_first,1,0,False,0.26,0.26,76.9765625
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,cudd_sift_once,1,0,False,0.26,0.26,79.22265625
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,agrum_lazy,1,0,False,0.43,0.43,47.98828125
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,storm_exact,1,0,False,0.26,0.25,94.6875
deathstarbench_social_network,deathstarbench_social_network--split--NC--r0--read_user_timeline,prepared_specialized,1,0,False,0.12,0.12000000000000001,36.12890625
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,cudd_sift_once,1,0,False,0.26,0.26,79.296875
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,agrum_lazy,1,0,False,0.65,0.64,48.390625
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,storm_exact,1,0,False,0.3,0.30000000000000004,95.17578125
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,prepared_specialized,1,0,False,0.14,0.13,36.3125
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--compose_post,cudd_controls_first,1,0,False,0.27,0.27,77.19921875
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,agrum_lazy,1,0,False,0.16,0.15000000000000002,47.453125
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,storm_exact,1,0,False,0.23,0.23,93.65234375
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,prepared_specialized,1,0,False,0.12,0.11,35.953125
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,cudd_controls_first,1,0,False,0.25,0.25,76.73828125
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_home_timeline,cudd_sift_once,1,0,False,0.26,0.25,76.85546875
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_user_timeline,storm_exact,1,0,False,0.27,0.27,95.046875
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_user_timeline,prepared_specialized,1,0,False,0.13,0.12,36.109375
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_user_timeline,cudd_controls_first,1,0,False,0.27,0.27,79.28125
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_user_timeline,cudd_sift_once,1,0,False,0.27,0.27,76.953125
deathstarbench_social_network,deathstarbench_social_network--split--NCD--r0--read_user_timeline,agrum_lazy,1,0,False,0.52,0.51,47.93359375
deathstarbench_social_network,deathstarbench_social_network--split--ND--r0--compose_post,prepared_specialized,1,0,False,0.12,0.12000000000000001,36.12109375
