application,placement,law,repetition,operation,method,representation,all_eleven_bounds_exact
deathstarbench_social_network,colocated,N,5,compose_post,ours_direct,original,True
deathstarbench_social_network,colocated,N,5,compose_post,ours_prepared,original,True
deathstarbench_social_network,colocated,N,5,compose_post,cudd_fixed,original,True
deathstarbench_social_network,colocated,N,5,compose_post,cudd_sift,original,True
deathstarbench_social_network,colocated,N,5,compose_post,agrum_conditioned,original,True
deathstarbench_social_network,colocated,N,5,compose_post,agrum_joint,original,True
deathstarbench_social_network,colocated,N,5,compose_post,storm_sparse,original,True
deathstarbench_social_network,colocated,N,5,compose_post,storm_compact,original,True
deathstarbench_social_network,colocated,N,5,compose_post,ours_direct,completion_projected,True
deathstarbench_social_network,colocated,N,5,compose_post,ours_prepared,completion_projected,True
deathstarbench_social_network,colocated,N,5,compose_post,cudd_fixed,completion_projected,True
deathstarbench_social_network,colocated,N,5,compose_post,cudd_sift,completion_projected,True
deathstarbench_social_network,colocated,N,5,compose_post,agrum_conditioned,completion_projected,True
deathstarbench_social_network,colocated,N,5,compose_post,agrum_joint,completion_projected,True
deathstarbench_social_network,colocated,N,5,compose_post,storm_sparse,completion_projected,True
deathstarbench_social_network,colocated,N,5,compose_post,storm_compact,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,ours_direct,original,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,ours_prepared,original,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,cudd_fixed,original,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,cudd_sift,original,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,agrum_conditioned,original,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,agrum_joint,original,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,storm_sparse,original,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,storm_compact,original,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,ours_direct,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,ours_prepared,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,cudd_fixed,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,cudd_sift,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,agrum_conditioned,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,agrum_joint,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,storm_sparse,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_home_timeline,storm_compact,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,ours_direct,original,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,ours_prepared,original,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,cudd_fixed,original,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,cudd_sift,original,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,agrum_conditioned,original,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,agrum_joint,original,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,storm_sparse,original,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,storm_compact,original,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,ours_direct,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,ours_prepared,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,cudd_fixed,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,cudd_sift,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,agrum_conditioned,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,agrum_joint,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,storm_sparse,completion_projected,True
deathstarbench_social_network,colocated,N,5,read_user_timeline,storm_compact,completion_projected,True
deathstarbench_social_network,colocated,NC,5,compose_post,ours_direct,original,True
deathstarbench_social_network,colocated,NC,5,compose_post,ours_prepared,original,True
deathstarbench_social_network,colocated,NC,5,compose_post,cudd_fixed,original,True
deathstarbench_social_network,colocated,NC,5,compose_post,cudd_sift,original,True
deathstarbench_social_network,colocated,NC,5,compose_post,agrum_conditioned,original,True
deathstarbench_social_network,colocated,NC,5,compose_post,agrum_joint,original,True
deathstarbench_social_network,colocated,NC,5,compose_post,storm_sparse,original,True
deathstarbench_social_network,colocated,NC,5,compose_post,storm_compact,original,True
deathstarbench_social_network,colocated,NC,5,compose_post,ours_direct,completion_projected,True
deathstarbench_social_network,colocated,NC,5,compose_post,ours_prepared,completion_projected,True
deathstarbench_social_network,colocated,NC,5,compose_post,cudd_fixed,completion_projected,True
deathstarbench_social_network,colocated,NC,5,compose_post,cudd_sift,completion_projected,True
deathstarbench_social_network,colocated,NC,5,compose_post,agrum_conditioned,completion_projected,True
deathstarbench_social_network,colocated,NC,5,compose_post,agrum_joint,completion_projected,True
deathstarbench_social_network,colocated,NC,5,compose_post,storm_sparse,completion_projected,True
deathstarbench_social_network,colocated,NC,5,compose_post,storm_compact,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,ours_direct,original,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,ours_prepared,original,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,cudd_fixed,original,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,cudd_sift,original,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,agrum_conditioned,original,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,agrum_joint,original,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,storm_sparse,original,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,storm_compact,original,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,ours_direct,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,ours_prepared,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,cudd_fixed,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,cudd_sift,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,agrum_conditioned,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,agrum_joint,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,storm_sparse,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_home_timeline,storm_compact,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,ours_direct,original,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,ours_prepared,original,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,cudd_fixed,original,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,cudd_sift,original,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,agrum_conditioned,original,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,agrum_joint,original,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,storm_sparse,original,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,storm_compact,original,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,ours_direct,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,ours_prepared,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,cudd_fixed,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,cudd_sift,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,agrum_conditioned,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,agrum_joint,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,storm_sparse,completion_projected,True
deathstarbench_social_network,colocated,NC,5,read_user_timeline,storm_compact,completion_projected,True
deathstarbench_social_network,split,N,1,compose_post,ours_direct,original,True
deathstarbench_social_network,split,N,1,compose_post,ours_prepared,original,True
deathstarbench_social_network,split,N,1,compose_post,cudd_fixed,original,True
deathstarbench_social_network,split,N,1,compose_post,cudd_sift,original,True
deathstarbench_social_network,split,N,1,compose_post,agrum_conditioned,original,True
deathstarbench_social_network,split,N,1,compose_post,agrum_joint,original,True
deathstarbench_social_network,split,N,1,compose_post,storm_sparse,original,True
deathstarbench_social_network,split,N,1,compose_post,storm_compact,original,True
deathstarbench_social_network,split,N,1,compose_post,ours_direct,completion_projected,True
deathstarbench_social_network,split,N,1,compose_post,ours_prepared,completion_projected,True
deathstarbench_social_network,split,N,1,compose_post,cudd_fixed,completion_projected,True
deathstarbench_social_network,split,N,1,compose_post,cudd_sift,completion_projected,True
deathstarbench_social_network,split,N,1,compose_post,agrum_conditioned,completion_projected,True
deathstarbench_social_network,split,N,1,compose_post,agrum_joint,completion_projected,True
deathstarbench_social_network,split,N,1,compose_post,storm_sparse,completion_projected,True
deathstarbench_social_network,split,N,1,compose_post,storm_compact,completion_projected,True
deathstarbench_social_network,split,N,1,read_home_timeline,ours_direct,original,True
deathstarbench_social_network,split,N,1,read_home_timeline,ours_prepared,original,True
deathstarbench_social_network,split,N,1,read_home_timeline,cudd_fixed,original,True
deathstarbench_social_network,split,N,1,read_home_timeline,cudd_sift,original,True
deathstarbench_social_network,split,N,1,read_home_timeline,agrum_conditioned,original,True
deathstarbench_social_network,split,N,1,read_home_timeline,agrum_joint,original,True
deathstarbench_social_network,split,N,1,read_home_timeline,storm_sparse,original,True
deathstarbench_social_network,split,N,1,read_home_timeline,storm_compact,original,True
deathstarbench_social_network,split,N,1,read_home_timeline,ours_direct,completion_projected,True
deathstarbench_social_network,split,N,1,read_home_timeline,ours_prepared,completion_projected,True
deathstarbench_social_network,split,N,1,read_home_timeline,cudd_fixed,completion_projected,True
deathstarbench_social_network,split,N,1,read_home_timeline,cudd_sift,completion_projected,True
deathstarbench_social_network,split,N,1,read_home_timeline,agrum_conditioned,completion_projected,True
deathstarbench_social_network,split,N,1,read_home_timeline,agrum_joint,completion_projected,True
deathstarbench_social_network,split,N,1,read_home_timeline,storm_sparse,completion_projected,True
deathstarbench_social_network,split,N,1,read_home_timeline,storm_compact,completion_projected,True
deathstarbench_social_network,split,N,1,read_user_timeline,ours_direct,original,True
deathstarbench_social_network,split,N,1,read_user_timeline,ours_prepared,original,True
deathstarbench_social_network,split,N,1,read_user_timeline,cudd_fixed,original,True
deathstarbench_social_network,split,N,1,read_user_timeline,cudd_sift,original,True
deathstarbench_social_network,split,N,1,read_user_timeline,agrum_conditioned,original,True
deathstarbench_social_network,split,N,1,read_user_timeline,agrum_joint,original,True
deathstarbench_social_network,split,N,1,read_user_timeline,storm_sparse,original,True
deathstarbench_social_network,split,N,1,read_user_timeline,storm_compact,original,True
deathstarbench_social_network,split,N,1,read_user_timeline,ours_direct,completion_projected,True
deathstarbench_social_network,split,N,1,read_user_timeline,ours_prepared,completion_projected,True
deathstarbench_social_network,split,N,1,read_user_timeline,cudd_fixed,completion_projected,True
deathstarbench_social_network,split,N,1,read_user_timeline,cudd_sift,completion_projected,True
deathstarbench_social_network,split,N,1,read_user_timeline,agrum_conditioned,completion_projected,True
deathstarbench_social_network,split,N,1,read_user_timeline,agrum_joint,completion_projected,True
deathstarbench_social_network,split,N,1,read_user_timeline,storm_sparse,completion_projected,True
deathstarbench_social_network,split,N,1,read_user_timeline,storm_compact,completion_projected,True
deathstarbench_social_network,split,NC,1,compose_post,ours_direct,original,True
deathstarbench_social_network,split,NC,1,compose_post,ours_prepared,original,True
deathstarbench_social_network,split,NC,1,compose_post,cudd_fixed,original,True
deathstarbench_social_network,split,NC,1,compose_post,cudd_sift,original,True
deathstarbench_social_network,split,NC,1,compose_post,agrum_conditioned,original,True
deathstarbench_social_network,split,NC,1,compose_post,agrum_joint,original,True
deathstarbench_social_network,split,NC,1,compose_post,storm_sparse,original,True
deathstarbench_social_network,split,NC,1,compose_post,storm_compact,original,True
deathstarbench_social_network,split,NC,1,compose_post,ours_direct,completion_projected,True
deathstarbench_social_network,split,NC,1,compose_post,ours_prepared,completion_projected,True
deathstarbench_social_network,split,NC,1,compose_post,cudd_fixed,completion_projected,True
deathstarbench_social_network,split,NC,1,compose_post,cudd_sift,completion_projected,True
deathstarbench_social_network,split,NC,1,compose_post,agrum_conditioned,completion_projected,True
deathstarbench_social_network,split,NC,1,compose_post,agrum_joint,completion_projected,True
deathstarbench_social_network,split,NC,1,compose_post,storm_sparse,completion_projected,True
deathstarbench_social_network,split,NC,1,compose_post,storm_compact,completion_projected,True
deathstarbench_social_network,split,NC,1,read_home_timeline,ours_direct,original,True
deathstarbench_social_network,split,NC,1,read_home_timeline,ours_prepared,original,True
deathstarbench_social_network,split,NC,1,read_home_timeline,cudd_fixed,original,True
deathstarbench_social_network,split,NC,1,read_home_timeline,cudd_sift,original,True
deathstarbench_social_network,split,NC,1,read_home_timeline,agrum_conditioned,original,True
deathstarbench_social_network,split,NC,1,read_home_timeline,agrum_joint,original,True
deathstarbench_social_network,split,NC,1,read_home_timeline,storm_sparse,original,True
deathstarbench_social_network,split,NC,1,read_home_timeline,storm_compact,original,True
deathstarbench_social_network,split,NC,1,read_home_timeline,ours_direct,completion_projected,True
deathstarbench_social_network,split,NC,1,read_home_timeline,ours_prepared,completion_projected,True
deathstarbench_social_network,split,NC,1,read_home_timeline,cudd_fixed,completion_projected,True
deathstarbench_social_network,split,NC,1,read_home_timeline,cudd_sift,completion_projected,True
deathstarbench_social_network,split,NC,1,read_home_timeline,agrum_conditioned,completion_projected,True
deathstarbench_social_network,split,NC,1,read_home_timeline,agrum_joint,completion_projected,True
deathstarbench_social_network,split,NC,1,read_home_timeline,storm_sparse,completion_projected,True
deathstarbench_social_network,split,NC,1,read_home_timeline,storm_compact,completion_projected,True
opentelemetry_demo,colocated,N,3,add_to_cart,ours_direct,original,True
opentelemetry_demo,colocated,N,3,add_to_cart,ours_prepared,original,True
opentelemetry_demo,colocated,N,3,add_to_cart,cudd_fixed,original,True
opentelemetry_demo,colocated,N,3,add_to_cart,cudd_sift,original,True
opentelemetry_demo,colocated,N,3,add_to_cart,agrum_conditioned,original,True
opentelemetry_demo,colocated,N,3,add_to_cart,agrum_joint,original,True
opentelemetry_demo,colocated,N,3,add_to_cart,storm_sparse,original,True
opentelemetry_demo,colocated,N,3,add_to_cart,storm_compact,original,True
opentelemetry_demo,colocated,N,3,add_to_cart,ours_direct,completion_projected,True
opentelemetry_demo,colocated,N,3,add_to_cart,ours_prepared,completion_projected,True
opentelemetry_demo,colocated,N,3,add_to_cart,cudd_fixed,completion_projected,True
opentelemetry_demo,colocated,N,3,add_to_cart,cudd_sift,completion_projected,True
opentelemetry_demo,colocated,N,3,add_to_cart,agrum_conditioned,completion_projected,True
opentelemetry_demo,colocated,N,3,add_to_cart,agrum_joint,completion_projected,True
opentelemetry_demo,colocated,N,3,add_to_cart,storm_sparse,completion_projected,True
opentelemetry_demo,colocated,N,3,add_to_cart,storm_compact,completion_projected,True
opentelemetry_demo,colocated,N,3,browse_product,ours_direct,original,True
opentelemetry_demo,colocated,N,3,browse_product,ours_prepared,original,True
opentelemetry_demo,colocated,N,3,browse_product,cudd_fixed,original,True
opentelemetry_demo,colocated,N,3,browse_product,cudd_sift,original,True
opentelemetry_demo,colocated,N,3,browse_product,agrum_conditioned,original,True
opentelemetry_demo,colocated,N,3,browse_product,agrum_joint,original,True
opentelemetry_demo,colocated,N,3,browse_product,storm_sparse,original,True
opentelemetry_demo,colocated,N,3,browse_product,storm_compact,original,True
opentelemetry_demo,colocated,N,3,browse_product,ours_direct,completion_projected,True
opentelemetry_demo,colocated,N,3,browse_product,ours_prepared,completion_projected,True
opentelemetry_demo,colocated,N,3,browse_product,cudd_fixed,completion_projected,True
opentelemetry_demo,colocated,N,3,browse_product,cudd_sift,completion_projected,True
opentelemetry_demo,colocated,N,3,browse_product,agrum_conditioned,completion_projected,True
opentelemetry_demo,colocated,N,3,browse_product,agrum_joint,completion_projected,True
opentelemetry_demo,colocated,N,3,browse_product,storm_sparse,completion_projected,True
opentelemetry_demo,colocated,N,3,browse_product,storm_compact,completion_projected,True
opentelemetry_demo,colocated,N,3,checkout,ours_direct,original,True
opentelemetry_demo,colocated,N,3,checkout,ours_prepared,original,True
opentelemetry_demo,colocated,N,3,checkout,cudd_fixed,original,True
opentelemetry_demo,colocated,N,3,checkout,cudd_sift,original,True
opentelemetry_demo,colocated,N,3,checkout,agrum_conditioned,original,True
opentelemetry_demo,colocated,N,3,checkout,agrum_joint,original,True
opentelemetry_demo,colocated,N,3,checkout,storm_sparse,original,True
opentelemetry_demo,colocated,N,3,checkout,storm_compact,original,True
opentelemetry_demo,colocated,N,3,checkout,ours_direct,completion_projected,True
opentelemetry_demo,colocated,N,3,checkout,ours_prepared,completion_projected,True
opentelemetry_demo,colocated,N,3,checkout,cudd_fixed,completion_projected,True
opentelemetry_demo,colocated,N,3,checkout,cudd_sift,completion_projected,True
opentelemetry_demo,colocated,N,3,checkout,agrum_conditioned,completion_projected,True
opentelemetry_demo,colocated,N,3,checkout,agrum_joint,completion_projected,True
opentelemetry_demo,colocated,N,3,checkout,storm_sparse,completion_projected,True
opentelemetry_demo,colocated,N,3,checkout,storm_compact,completion_projected,True
opentelemetry_demo,colocated,NC,3,add_to_cart,ours_direct,original,True
opentelemetry_demo,colocated,NC,3,add_to_cart,ours_prepared,original,True
opentelemetry_demo,colocated,NC,3,add_to_cart,cudd_fixed,original,True
opentelemetry_demo,colocated,NC,3,add_to_cart,cudd_sift,original,True
opentelemetry_demo,colocated,NC,3,add_to_cart,agrum_conditioned,original,True
opentelemetry_demo,colocated,NC,3,add_to_cart,agrum_joint,original,True
opentelemetry_demo,colocated,NC,3,add_to_cart,storm_sparse,original,True
opentelemetry_demo,colocated,NC,3,add_to_cart,storm_compact,original,True
opentelemetry_demo,colocated,NC,3,add_to_cart,ours_direct,completion_projected,True
opentelemetry_demo,colocated,NC,3,add_to_cart,ours_prepared,completion_projected,True
opentelemetry_demo,colocated,NC,3,add_to_cart,cudd_fixed,completion_projected,True
opentelemetry_demo,colocated,NC,3,add_to_cart,cudd_sift,completion_projected,True
opentelemetry_demo,colocated,NC,3,add_to_cart,agrum_conditioned,completion_projected,True
opentelemetry_demo,colocated,NC,3,add_to_cart,agrum_joint,completion_projected,True
opentelemetry_demo,colocated,NC,3,add_to_cart,storm_sparse,completion_projected,True
opentelemetry_demo,colocated,NC,3,add_to_cart,storm_compact,completion_projected,True
opentelemetry_demo,colocated,NC,3,browse_product,ours_direct,original,True
opentelemetry_demo,colocated,NC,3,browse_product,ours_prepared,original,True
opentelemetry_demo,colocated,NC,3,browse_product,cudd_fixed,original,True
opentelemetry_demo,colocated,NC,3,browse_product,cudd_sift,original,True
opentelemetry_demo,colocated,NC,3,browse_product,agrum_conditioned,original,True
opentelemetry_demo,colocated,NC,3,browse_product,agrum_joint,original,True
opentelemetry_demo,colocated,NC,3,browse_product,storm_sparse,original,True
opentelemetry_demo,colocated,NC,3,browse_product,storm_compact,original,True
opentelemetry_demo,colocated,NC,3,browse_product,ours_direct,completion_projected,True
opentelemetry_demo,colocated,NC,3,browse_product,ours_prepared,completion_projected,True
opentelemetry_demo,colocated,NC,3,browse_product,cudd_fixed,completion_projected,True
opentelemetry_demo,colocated,NC,3,browse_product,cudd_sift,completion_projected,True
opentelemetry_demo,colocated,NC,3,browse_product,agrum_conditioned,completion_projected,True
opentelemetry_demo,colocated,NC,3,browse_product,agrum_joint,completion_projected,True
opentelemetry_demo,colocated,NC,3,browse_product,storm_sparse,completion_projected,True
opentelemetry_demo,colocated,NC,3,browse_product,storm_compact,completion_projected,True
opentelemetry_demo,colocated,NC,3,checkout,ours_direct,original,True
opentelemetry_demo,colocated,NC,3,checkout,ours_prepared,original,True
opentelemetry_demo,colocated,NC,3,checkout,cudd_fixed,original,True
opentelemetry_demo,colocated,NC,3,checkout,cudd_sift,original,True
opentelemetry_demo,colocated,NC,3,checkout,agrum_conditioned,original,True
opentelemetry_demo,colocated,NC,3,checkout,agrum_joint,original,True
opentelemetry_demo,colocated,NC,3,checkout,storm_sparse,original,True
opentelemetry_demo,colocated,NC,3,checkout,storm_compact,original,True
opentelemetry_demo,colocated,NC,3,checkout,ours_direct,completion_projected,True
opentelemetry_demo,colocated,NC,3,checkout,ours_prepared,completion_projected,True
opentelemetry_demo,colocated,NC,3,checkout,cudd_fixed,completion_projected,True
opentelemetry_demo,colocated,NC,3,checkout,cudd_sift,completion_projected,True
opentelemetry_demo,colocated,NC,3,checkout,agrum_conditioned,completion_projected,True
opentelemetry_demo,colocated,NC,3,checkout,agrum_joint,completion_projected,True
opentelemetry_demo,colocated,NC,3,checkout,storm_sparse,completion_projected,True
opentelemetry_demo,colocated,NC,3,checkout,storm_compact,completion_projected,True
opentelemetry_demo,split,N,7,add_to_cart,ours_direct,original,True
opentelemetry_demo,split,N,7,add_to_cart,ours_prepared,original,True
opentelemetry_demo,split,N,7,add_to_cart,cudd_fixed,original,True
opentelemetry_demo,split,N,7,add_to_cart,cudd_sift,original,True
opentelemetry_demo,split,N,7,add_to_cart,agrum_conditioned,original,True
opentelemetry_demo,split,N,7,add_to_cart,agrum_joint,original,True
opentelemetry_demo,split,N,7,add_to_cart,storm_sparse,original,True
opentelemetry_demo,split,N,7,add_to_cart,storm_compact,original,True
opentelemetry_demo,split,N,7,add_to_cart,ours_direct,completion_projected,True
opentelemetry_demo,split,N,7,add_to_cart,ours_prepared,completion_projected,True
opentelemetry_demo,split,N,7,add_to_cart,cudd_fixed,completion_projected,True
opentelemetry_demo,split,N,7,add_to_cart,cudd_sift,completion_projected,True
opentelemetry_demo,split,N,7,add_to_cart,agrum_conditioned,completion_projected,True
opentelemetry_demo,split,N,7,add_to_cart,agrum_joint,completion_projected,True
opentelemetry_demo,split,N,7,add_to_cart,storm_sparse,completion_projected,True
opentelemetry_demo,split,N,7,add_to_cart,storm_compact,completion_projected,True
opentelemetry_demo,split,N,7,browse_product,ours_direct,original,True
opentelemetry_demo,split,N,7,browse_product,ours_prepared,original,True
opentelemetry_demo,split,N,7,browse_product,cudd_fixed,original,True
opentelemetry_demo,split,N,7,browse_product,cudd_sift,original,True
opentelemetry_demo,split,N,7,browse_product,agrum_conditioned,original,True
opentelemetry_demo,split,N,7,browse_product,agrum_joint,original,True
opentelemetry_demo,split,N,7,browse_product,storm_sparse,original,True
opentelemetry_demo,split,N,7,browse_product,storm_compact,original,True
opentelemetry_demo,split,N,7,browse_product,ours_direct,completion_projected,True
opentelemetry_demo,split,N,7,browse_product,ours_prepared,completion_projected,True
opentelemetry_demo,split,N,7,browse_product,cudd_fixed,completion_projected,True
opentelemetry_demo,split,N,7,browse_product,cudd_sift,completion_projected,True
opentelemetry_demo,split,N,7,browse_product,agrum_conditioned,completion_projected,True
opentelemetry_demo,split,N,7,browse_product,agrum_joint,completion_projected,True
opentelemetry_demo,split,N,7,browse_product,storm_sparse,completion_projected,True
opentelemetry_demo,split,N,7,browse_product,storm_compact,completion_projected,True
opentelemetry_demo,split,N,7,checkout,ours_direct,original,True
opentelemetry_demo,split,N,7,checkout,ours_prepared,original,True
opentelemetry_demo,split,N,7,checkout,cudd_fixed,original,True
opentelemetry_demo,split,N,7,checkout,cudd_sift,original,True
opentelemetry_demo,split,N,7,checkout,agrum_conditioned,original,True
opentelemetry_demo,split,N,7,checkout,agrum_joint,original,True
opentelemetry_demo,split,N,7,checkout,storm_sparse,original,True
opentelemetry_demo,split,N,7,checkout,storm_compact,original,True
opentelemetry_demo,split,N,7,checkout,ours_direct,completion_projected,True
opentelemetry_demo,split,N,7,checkout,ours_prepared,completion_projected,True
opentelemetry_demo,split,N,7,checkout,cudd_fixed,completion_projected,True
opentelemetry_demo,split,N,7,checkout,cudd_sift,completion_projected,True
opentelemetry_demo,split,N,7,checkout,agrum_conditioned,completion_projected,True
opentelemetry_demo,split,N,7,checkout,agrum_joint,completion_projected,True
opentelemetry_demo,split,N,7,checkout,storm_sparse,completion_projected,True
opentelemetry_demo,split,N,7,checkout,storm_compact,completion_projected,True
opentelemetry_demo,split,NCD,7,add_to_cart,ours_direct,original,True
opentelemetry_demo,split,NCD,7,add_to_cart,ours_prepared,original,True
opentelemetry_demo,split,NCD,7,add_to_cart,cudd_fixed,original,True
opentelemetry_demo,split,NCD,7,add_to_cart,cudd_sift,original,True
opentelemetry_demo,split,NCD,7,add_to_cart,agrum_conditioned,original,True
opentelemetry_demo,split,NCD,7,add_to_cart,agrum_joint,original,True
opentelemetry_demo,split,NCD,7,add_to_cart,storm_sparse,original,True
opentelemetry_demo,split,NCD,7,add_to_cart,storm_compact,original,True
opentelemetry_demo,split,NCD,7,add_to_cart,ours_direct,completion_projected,True
opentelemetry_demo,split,NCD,7,add_to_cart,ours_prepared,completion_projected,True
opentelemetry_demo,split,NCD,7,add_to_cart,cudd_fixed,completion_projected,True
opentelemetry_demo,split,NCD,7,add_to_cart,cudd_sift,completion_projected,True
opentelemetry_demo,split,NCD,7,add_to_cart,agrum_conditioned,completion_projected,True
opentelemetry_demo,split,NCD,7,add_to_cart,agrum_joint,completion_projected,True
opentelemetry_demo,split,NCD,7,add_to_cart,storm_sparse,completion_projected,True
opentelemetry_demo,split,NCD,7,add_to_cart,storm_compact,completion_projected,True
opentelemetry_demo,split,NCD,7,browse_product,ours_direct,original,True
opentelemetry_demo,split,NCD,7,browse_product,ours_prepared,original,True
opentelemetry_demo,split,NCD,7,browse_product,cudd_fixed,original,True
opentelemetry_demo,split,NCD,7,browse_product,cudd_sift,original,True
opentelemetry_demo,split,NCD,7,browse_product,agrum_conditioned,original,True
opentelemetry_demo,split,NCD,7,browse_product,agrum_joint,original,True
opentelemetry_demo,split,NCD,7,browse_product,storm_sparse,original,True
opentelemetry_demo,split,NCD,7,browse_product,storm_compact,original,True
opentelemetry_demo,split,NCD,7,browse_product,ours_direct,completion_projected,True
opentelemetry_demo,split,NCD,7,browse_product,ours_prepared,completion_projected,True
opentelemetry_demo,split,NCD,7,browse_product,cudd_fixed,completion_projected,True
opentelemetry_demo,split,NCD,7,browse_product,cudd_sift,completion_projected,True
opentelemetry_demo,split,NCD,7,browse_product,agrum_conditioned,completion_projected,True
opentelemetry_demo,split,NCD,7,browse_product,agrum_joint,completion_projected,True
opentelemetry_demo,split,NCD,7,browse_product,storm_sparse,completion_projected,True
opentelemetry_demo,split,NCD,7,browse_product,storm_compact,completion_projected,True
opentelemetry_demo,split,NCD,7,checkout,ours_direct,original,True
opentelemetry_demo,split,NCD,7,checkout,ours_prepared,original,True
opentelemetry_demo,split,NCD,7,checkout,cudd_fixed,original,True
opentelemetry_demo,split,NCD,7,checkout,cudd_sift,original,True
opentelemetry_demo,split,NCD,7,checkout,agrum_conditioned,original,True
opentelemetry_demo,split,NCD,7,checkout,agrum_joint,original,True
opentelemetry_demo,split,NCD,7,checkout,storm_sparse,original,True
opentelemetry_demo,split,NCD,7,checkout,storm_compact,original,True
opentelemetry_demo,split,NCD,7,checkout,ours_direct,completion_projected,True
opentelemetry_demo,split,NCD,7,checkout,ours_prepared,completion_projected,True
opentelemetry_demo,split,NCD,7,checkout,cudd_fixed,completion_projected,True
opentelemetry_demo,split,NCD,7,checkout,cudd_sift,completion_projected,True
opentelemetry_demo,split,NCD,7,checkout,agrum_conditioned,completion_projected,True
opentelemetry_demo,split,NCD,7,checkout,agrum_joint,completion_projected,True
opentelemetry_demo,split,NCD,7,checkout,storm_sparse,completion_projected,True
opentelemetry_demo,split,NCD,7,checkout,storm_compact,completion_projected,True
spring_petclinic_microservices,colocated,N,0,create_visit,ours_direct,original,True
spring_petclinic_microservices,colocated,N,0,create_visit,ours_prepared,original,True
spring_petclinic_microservices,colocated,N,0,create_visit,cudd_fixed,original,True
spring_petclinic_microservices,colocated,N,0,create_visit,cudd_sift,original,True
spring_petclinic_microservices,colocated,N,0,create_visit,agrum_conditioned,original,True
spring_petclinic_microservices,colocated,N,0,create_visit,agrum_joint,original,True
