application,mechanism,missing_fraction_requested,information,operation_cases,attempts,successes,lower_count,upper_count,ambiguous_attempts,point_identified_attempts,success_excluded,failure_excluded,fully_observed_states,known_native_coordinates,hidden_native_coordinates,affected_attempts,revealed_native_coordinates,revealed_attempts,ambiguities_resolved,identified_lower,identified_upper,width,point_identified_fraction,compatible_fraction
deathstarbench_social_network,uniform_coordinates,0,none,15,18000,17193,15811,17193,1382,16618,0,0,7200,143444,0,0,0,0,0,0.8783888888888889,0.9551666666666667,0.07677777777777778,0.9232222222222223,1.0
deathstarbench_social_network,uniform_coordinates,0,selection_and_admission,15,18000,17193,15811,17193,1382,16618,0,0,7200,143444,0,0,0,0,0,0.8783888888888889,0.9551666666666667,0.07677777777777778,0.9232222222222223,1.0
deathstarbench_social_network,uniform_coordinates,0,entry_result,15,18000,17193,15811,17193,1382,16618,0,0,7200,143444,0,0,0,0,0,0.8783888888888889,0.9551666666666667,0.07677777777777778,0.9232222222222223,1.0
deathstarbench_social_network,uniform_coordinates,0,required_completions,15,18000,17193,15811,17193,1382,16618,0,0,7200,143444,0,0,0,0,0,0.8783888888888889,0.9551666666666667,0.07677777777777778,0.9232222222222223,1.0
deathstarbench_social_network,uniform_coordinates,0,all_native,15,18000,17193,15811,17193,1382,16618,0,0,7200,143444,0,0,0,0,0,0.8783888888888889,0.9551666666666667,0.07677777777777778,0.9232222222222223,1.0
deathstarbench_social_network,uniform_coordinates,0.1,none,15,18000,17193,8074,17196,9122,8878,0,0,5260,143444,14339,9154,0,0,0,0.44855555555555554,0.9553333333333334,0.5067777777777778,0.49322222222222223,1.0
deathstarbench_social_network,uniform_coordinates,0.1,selection_and_admission,15,18000,17193,9175,17196,8021,9979,0,0,5260,143444,14339,9154,2744,2489,1101,0.5097222222222222,0.9553333333333334,0.4456111111111111,0.5543888888888889,1.0
deathstarbench_social_network,uniform_coordinates,0.1,entry_result,15,18000,17193,9017,17193,8176,9824,0,0,5847,143444,14339,9154,1841,1841,946,0.5009444444444444,0.9551666666666667,0.45422222222222225,0.5457777777777778,1.0
deathstarbench_social_network,uniform_coordinates,0.1,required_completions,15,18000,17193,12055,17196,5141,12859,0,0,6478,143444,14339,9154,9754,6841,3981,0.6697222222222222,0.9553333333333334,0.2856111111111111,0.7143888888888889,1.0
deathstarbench_social_network,uniform_coordinates,0.1,all_native,15,18000,17193,15811,17193,1382,16618,0,0,7200,143444,14339,9154,14339,9154,7740,0.8783888888888889,0.9551666666666667,0.07677777777777778,0.9232222222222223,1.0
deathstarbench_social_network,uniform_coordinates,0.25,none,15,18000,17193,3692,17197,13505,4495,0,0,3046,143444,35857,14114,0,0,0,0.2051111111111111,0.9553888888888888,0.7502777777777778,0.24972222222222223,1.0
deathstarbench_social_network,uniform_coordinates,0.25,selection_and_admission,15,18000,17193,4616,17197,12581,5419,0,0,3046,143444,35857,14114,6771,5274,924,0.2564444444444444,0.9553888888888888,0.6989444444444445,0.3010555555555556,1.0
deathstarbench_social_network,uniform_coordinates,0.25,entry_result,15,18000,17193,4921,17193,12272,5728,0,0,4044,143444,35857,14114,4505,4505,1233,0.2733888888888889,0.9551666666666667,0.6817777777777778,0.31822222222222224,1.0
deathstarbench_social_network,uniform_coordinates,0.25,required_completions,15,18000,17193,8080,17197,9117,8883,0,0,5413,143444,35857,14114,24581,11542,4388,0.4488888888888889,0.9553888888888888,0.5065,0.4935,1.0
deathstarbench_social_network,uniform_coordinates,0.25,all_native,15,18000,17193,15811,17193,1382,16618,0,0,7200,143444,35857,14114,35857,14114,12123,0.8783888888888889,0.9551666666666667,0.07677777777777778,0.9232222222222223,1.0
deathstarbench_social_network,uniform_coordinates,0.5,none,15,18000,17193,984,17204,16220,1780,0,0,928,143444,71720,16976,0,0,0,0.05466666666666667,0.9557777777777777,0.9011111111111111,0.09888888888888889,1.0
deathstarbench_social_network,uniform_coordinates,0.5,selection_and_admission,15,18000,17193,1364,17204,15840,2160,0,0,928,143444,71720,16976,13571,8024,380,0.07577777777777778,0.9557777777777777,0.88,0.12,1.0
deathstarbench_social_network,uniform_coordinates,0.5,entry_result,15,18000,17193,1906,17193,15287,2713,0,0,1807,143444,71720,16976,9124,9124,933,0.1058888888888889,0.9551666666666667,0.8492777777777778,0.15072222222222223,1.0
deathstarbench_social_network,uniform_coordinates,0.5,required_completions,15,18000,17193,4114,17204,13090,4910,0,0,3574,143444,71720,16976,49025,15198,3130,0.22855555555555557,0.9557777777777777,0.7272222222222222,0.2727777777777778,1.0
deathstarbench_social_network,uniform_coordinates,0.5,all_native,15,18000,17193,15811,17193,1382,16618,0,0,7200,143444,71720,16976,71720,16976,14838,0.8783888888888889,0.9551666666666667,0.07677777777777778,0.9232222222222223,1.0
deathstarbench_social_network,uniform_coordinates,0.75,none,15,18000,17193,118,17209,17091,909,0,0,118,143444,107580,17863,0,0,0,0.006555555555555556,0.9560555555555555,0.9495,0.0505,1.0
deathstarbench_social_network,uniform_coordinates,0.75,selection_and_admission,15,18000,17193,176,17209,17033,967,0,0,118,143444,107580,17863,20392,9066,58,0.009777777777777778,0.9560555555555555,0.9462777777777778,0.05372222222222222,1.0
deathstarbench_social_network,uniform_coordinates,0.75,entry_result,15,18000,17193,463,17193,16730,1270,0,0,462,143444,107580,17863,13657,13657,361,0.025722222222222223,0.9551666666666667,0.9294444444444444,0.07055555555555555,1.0
deathstarbench_social_network,uniform_coordinates,0.75,required_completions,15,18000,17193,1762,17209,15447,2553,0,0,1738,143444,107580,17863,73531,17219,1644,0.09788888888888889,0.9560555555555555,0.8581666666666666,0.14183333333333334,1.0
deathstarbench_social_network,uniform_coordinates,0.75,all_native,15,18000,17193,15811,17193,1382,16618,0,0,7200,143444,107580,17863,107580,17863,15709,0.8783888888888889,0.9551666666666667,0.07677777777777778,0.9232222222222223,1.0
deathstarbench_social_network,uniform_coordinates,1,none,15,18000,17193,0,17214,17214,786,0,0,0,143444,143444,18000,0,0,0,0.0,0.9563333333333334,0.9563333333333334,0.043666666666666666,1.0
deathstarbench_social_network,uniform_coordinates,1,selection_and_admission,15,18000,17193,0,17214,17214,786,0,0,0,143444,143444,18000,27090,9237,0,0.0,0.9563333333333334,0.9563333333333334,0.043666666666666666,1.0
deathstarbench_social_network,uniform_coordinates,1,entry_result,15,18000,17193,0,17193,17193,807,0,0,0,143444,143444,18000,18000,18000,21,0.0,0.9551666666666667,0.9551666666666667,0.044833333333333336,1.0
