campaign_id,job_role,attempt_id,input_bytes,native_bytes,ordinary_role_bytes,pmx_role_bytes,input_loading_seconds,combined_process_seconds,acquisition_process_seconds,shared_native_extraction_seconds,manual_integration_seconds,manual_reason,update_seconds,update_reason
v3-main-771601/spring_petclinic_microservices/split/N/2,acquisition,1,,87105645,48900094,48656977,,,2110.6042983290004,2.5655110549996607,,,,
v3-main-771601/spring_petclinic_microservices/split/N/2,graph,1,48899578,,,,0.4724718609999954,1.2837212369999946,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/N/2,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/N/3,acquisition,1,,87073744,48960145,48717023,,,2119.237157692,3.3957239149999623,,,,
v3-main-771601/spring_petclinic_microservices/split/N/3,graph,1,48959629,,,,0.41091306100000224,0.9998127850000031,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/N/3,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/N/4,acquisition,1,,86923241,49047738,48804578,,,2115.838884303,3.3086333739997826,,,,
v3-main-771601/spring_petclinic_microservices/split/N/4,graph,1,49047222,,,,0.47376127399999746,1.314172837000001,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/N/4,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/N/5,acquisition,1,,87333766,49111822,48868360,,,2113.234462337,3.3032539840000936,,,,
v3-main-771601/spring_petclinic_microservices/split/N/5,graph,1,49111306,,,,0.3859694379999894,0.9619580929999927,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/N/5,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/N/6,acquisition,1,,86943106,48957033,48713679,,,2119.671838676,3.508021357999951,,,,
v3-main-771601/spring_petclinic_microservices/split/N/6,graph,1,48956517,,,,0.2918273509999949,0.7349060119999962,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/N/6,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/N/7,acquisition,1,,86939654,48933816,48690778,,,2120.7917134279996,3.3546741269997256,,,,
v3-main-771601/spring_petclinic_microservices/split/N/7,graph,1,48933300,,,,0.3678485030000047,0.8885726890000001,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/N/7,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/N/8,acquisition,1,,86875445,48849343,48606391,,,2121.4131241940004,3.3862605869999243,,,,
v3-main-771601/spring_petclinic_microservices/split/N/8,graph,1,48848827,,,,0.4977269440000214,1.2442819900000188,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/N/8,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/N/9,acquisition,1,,87177075,48976266,48732938,,,2119.185763503,3.427066502999878,,,,
v3-main-771601/spring_petclinic_microservices/split/N/9,graph,1,48975750,,,,0.4201199130000006,1.042840757999997,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/N/9,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/0,acquisition,1,,85734892,48611181,48366952,,,2116.4206970170003,3.394578879999699,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/0,graph,1,48610665,,,,0.4756081280000046,1.3064548470000048,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NC/0,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/1,acquisition,1,,85426324,48576080,48332132,,,2117.3773671999998,3.3255697640001927,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/1,graph,1,48575564,,,,0.47521007399999604,1.3058148709999955,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NC/1,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/2,acquisition,1,,85488602,48192139,47947811,,,2114.136618724,3.321777667999868,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/2,graph,1,48191623,,,,0.4715965199999985,1.3032647230000052,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NC/2,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/3,acquisition,1,,85608171,48494700,48250825,,,2115.1050159730003,3.3937018840001656,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/3,graph,1,48494184,,,,0.37580120900000225,0.9383551889999993,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NC/3,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/4,acquisition,1,,85663776,48749158,48505106,,,2120.3566558069997,3.3733534139996664,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/4,graph,1,48748642,,,,0.37912949300000065,0.9691011849999995,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NC/4,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/5,acquisition,1,,85483026,48399506,48155465,,,2121.599873984,2.9971651209998527,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/5,graph,1,48398990,,,,0.47904472999999825,1.3116505800000198,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NC/5,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/6,acquisition,1,,85410430,48498201,48254010,,,2114.966805143,3.3788920179999877,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/6,graph,1,48497685,,,,0.47021068200000116,1.3188102030000124,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NC/6,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/7,acquisition,1,,85920647,48631753,48387940,,,2121.130241557,3.3350739130000875,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/7,graph,1,48631237,,,,0.3863690470000165,0.9702881420000153,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NC/7,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/8,acquisition,1,,85827354,48624814,48381010,,,2122.1252054829997,3.35183318899999,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/8,graph,1,48624298,,,,0.46731859599999837,1.2520317439999928,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NC/8,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/9,acquisition,1,,85639844,48567217,48323276,,,2113.841308642,3.2861916930000916,,,,
v3-main-771601/spring_petclinic_microservices/split/NC/9,graph,1,48566701,,,,0.47561566600000305,1.305325056000001,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NC/9,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/0,acquisition,1,,85703261,48721624,48477634,,,2115.72392893,3.279875807999815,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/0,graph,1,48721108,,,,0.37594091599999047,0.9248478110000065,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/ND/0,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/1,acquisition,1,,85910907,48635213,48391077,,,2125.18372834,3.397212699999727,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/1,graph,1,48634697,,,,0.474956382000002,1.2094974740000026,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/ND/1,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/2,acquisition,1,,85512736,48515120,48271165,,,2117.017048074,3.3914322440000433,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/2,graph,1,48514604,,,,0.37613228400000054,0.9643782110000032,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/ND/2,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/3,acquisition,1,,85954292,48760942,48517010,,,2116.8822821199997,3.2672382170003402,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/3,graph,1,48760426,,,,0.3732721249999713,0.9221299129999352,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/ND/3,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/4,acquisition,1,,85961622,48814952,48571173,,,2111.892310697,2.5817373559998487,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/4,graph,1,48814436,,,,0.4905639959999917,1.2139570209999988,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/ND/4,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/5,acquisition,1,,85801193,48747349,48503145,,,2116.76233614,3.3138955220001662,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/5,graph,1,48746833,,,,0.37336837999998806,0.9155211570000006,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/ND/5,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/6,acquisition,1,,86070938,48858007,48614731,,,2115.5247349640003,3.307031616000131,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/6,graph,1,48857491,,,,0.47479129299995293,1.2001967659999764,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/ND/6,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/7,acquisition,1,,86152868,48899163,48655561,,,2133.307296721,3.398847763000049,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/7,graph,1,48898647,,,,0.500361483000006,1.2290830200000187,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/ND/7,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/8,acquisition,1,,86140485,48778080,48534165,,,2127.862355127,3.3620005309999215,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/8,graph,1,48777564,,,,0.4771590630000162,1.320681377999989,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/ND/8,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/9,acquisition,1,,85954011,48852098,48608258,,,2115.9688249630003,3.2010366119998253,,,,
v3-main-771601/spring_petclinic_microservices/split/ND/9,graph,1,48851582,,,,0.474040236999997,1.388995250999983,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/ND/9,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/0,acquisition,1,,84732141,48280721,48035922,,,2122.8203067679997,3.4473062410002058,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/0,graph,1,48280205,,,,0.4680948939999894,1.2634100520000118,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NCD/0,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/1,acquisition,1,,84951140,48434494,48190024,,,2109.622648215,2.638170786000046,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/1,graph,1,48433978,,,,0.4718278150000046,1.3012757090000022,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NCD/1,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/2,acquisition,1,,84206251,48091489,47846593,,,2112.924033077,2.593875399999888,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/2,graph,1,48090973,,,,0.4670764589999976,1.2641049639999977,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NCD/2,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/3,acquisition,1,,84370609,48121137,47876396,,,2120.457625091,3.356115291000151,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/3,graph,1,48120621,,,,0.48744416899999976,1.345190610000003,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NCD/3,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/4,acquisition,1,,85182409,48749833,48505928,,,2121.135095383,1.9772205540002687,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/4,graph,1,48749317,,,,0.48478769900000884,1.326208483000002,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NCD/4,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/5,acquisition,1,,84691429,48601351,48356852,,,2126.085424084,3.438507171999845,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/5,graph,1,48600835,,,,0.38343276300000184,0.9622101369999996,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NCD/5,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/6,acquisition,1,,84882031,48496530,48252601,,,2115.554738695,3.3205547779998597,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/6,graph,1,48496014,,,,0.47796303800001283,1.2923424720000014,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NCD/6,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/7,acquisition,1,,84603567,48314296,48069876,,,2127.20183607,3.336950381999941,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/7,graph,1,48313780,,,,0.43436181199996327,1.0897894959999803,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NCD/7,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/8,acquisition,1,,84019695,48202040,47957205,,,2117.798989661,3.1019406740001614,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/8,graph,1,48201524,,,,0.4650918320000059,1.3087231250000002,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NCD/8,pmx,1,,,,,,,,,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/9,acquisition,1,,84507599,48330705,48086047,,,2115.945354829,2.1418691769999896,,,,
v3-main-771601/spring_petclinic_microservices/split/NCD/9,graph,1,48330189,,,,0.4820256679999986,1.3022237879999992,,,,historical development labor was not timed,,not measured; fresh reconstruction is the reported application path
v3-main-771601/spring_petclinic_microservices/split/NCD/9,pmx,1,,,,,,,,,,,,
