profile,case_id,phase,representation,method,baseline,paired_rounds,other_over_ours,kernel_other_over_ours,min_ratio,max_ratio
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,storm_sparse,ours_prepared,3,7.001930957958862,7.012127448937057,6.952166864800605,7.094552384756141
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,storm_compact,ours_direct,3,0.6801753558970491,0.6799531652810059,0.6691430324194233,0.6941233796040196
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,original,storm_compact,ours_prepared,3,3.1320455744231026,3.1359859070693012,3.073020984810231,3.186823732843402
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,completion_projected,ours_direct,ours_prepared,3,3.1325331290332703,4.465459452591363,2.9894865626813716,3.197517393133353
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,completion_projected,ours_prepared,ours_direct,3,0.31923046263475896,0.22394112198682878,0.31274263031297134,0.33450560122373196
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,completion_projected,cudd_fixed,ours_direct,3,0.3392568713320329,0.2428492374351447,0.31986032590083396,0.33959826162951573
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,completion_projected,cudd_fixed,ours_prepared,3,1.0227589554412193,1.0221004143962735,1.0142038581444353,1.063802805116566
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,completion_projected,cudd_sift,ours_direct,3,0.3312315293962489,0.23375834881312774,0.31835930700532156,0.33653886472696654
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,completion_projected,cudd_sift,ours_prepared,3,1.0179594214153966,1.0167076453735833,1.0060784139213104,1.0375937392141072
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,completion_projected,agrum_conditioned,ours_direct,3,3.3222804419255665,3.7544321073798383,3.269829196355779,3.3463385582109124
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,completion_projected,agrum_conditioned,ours_prepared,3,10.455335727922856,16.709901002934046,9.93191273859561,10.482516394557111
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0/compose_post,metadata,completion_projected,agrum_joint,ours_direct,3,1.1146091387416157,1.158565314484415,1.087951692127585,1.1233056918570121
