profile,placement,failure_law,repetition,method,shared_test_parse_selection_seconds,method_scoring_seconds,test_request_bytes,test_health_bytes
opentelemetry_demo,colocated,N,27,all_calibration_endpoint,0.20230702899999642,0.00012462600000162638,793334,160407
opentelemetry_demo,colocated,N,28,learner_state_only,0.192346581999999,0.00028596599997854355,793334,160711
opentelemetry_demo,colocated,N,28,temporal_logit_lower,0.192346581999999,0.00032317800000214447,793334,160711
opentelemetry_demo,colocated,N,28,temporal_logit_midpoint,0.192346581999999,0.0003206959999886294,793334,160711
opentelemetry_demo,colocated,N,28,temporal_logit_upper,0.192346581999999,0.00030406700000185083,793334,160711
opentelemetry_demo,colocated,N,28,source_500ms_failover,0.192346581999999,0.0002109659999973701,793334,160711
opentelemetry_demo,colocated,N,28,matched_stable_endpoint,0.192346581999999,0.00013464700001009078,793334,160711
opentelemetry_demo,colocated,N,28,all_calibration_endpoint,0.192346581999999,0.00012490500000694738,793334,160711
opentelemetry_demo,colocated,N,29,learner_state_only,0.19338838400000213,0.00028512000000091575,793334,160766
opentelemetry_demo,colocated,N,29,temporal_logit_lower,0.19338838400000213,0.00035700099999758095,793334,160766
opentelemetry_demo,colocated,N,29,temporal_logit_midpoint,0.19338838400000213,0.0003317669999773898,793334,160766
opentelemetry_demo,colocated,N,29,temporal_logit_upper,0.19338838400000213,0.0003708689999939452,793334,160766
opentelemetry_demo,colocated,N,29,source_500ms_failover,0.19338838400000213,0.0002066119999994953,793334,160766
opentelemetry_demo,colocated,N,29,matched_stable_endpoint,0.19338838400000213,0.00012960299997644142,793334,160766
opentelemetry_demo,colocated,N,29,all_calibration_endpoint,0.19338838400000213,0.00011669100001654442,793334,160766
opentelemetry_demo,colocated,ND,0,learner_state_only,0.19536616599998524,0.0002752249999957712,793334,160925
opentelemetry_demo,colocated,ND,0,temporal_logit_lower,0.19536616599998524,0.0003159419999860802,793334,160925
opentelemetry_demo,colocated,ND,0,temporal_logit_midpoint,0.19536616599998524,0.00030160500000420143,793334,160925
