profile,placement,failure_law,repetition,method,test_requests,test_success_rate,mean_conditional_probability,brier_score,uses_heldout_health
opentelemetry_demo,colocated,N,14,learner_state_only,963,0.8255451713395638,0.8287454318019472,0.0435830233770577,True
opentelemetry_demo,colocated,N,14,temporal_logit_lower,963,0.8255451713395638,0.8261239364077909,0.03131750238020136,True
opentelemetry_demo,colocated,N,14,temporal_logit_midpoint,963,0.8255451713395638,0.8261118058911052,0.031247177521604975,True
opentelemetry_demo,colocated,N,14,temporal_logit_upper,963,0.8255451713395638,0.8261017922784257,0.0311927051834484,True
opentelemetry_demo,colocated,N,14,source_500ms_failover,963,0.8255451713395638,0.9700908939399766,0.15081344607986746,True
opentelemetry_demo,colocated,N,14,matched_stable_endpoint,963,0.8255451713395638,0.8142857142857143,0.14414711679064146,False
opentelemetry_demo,colocated,N,14,all_calibration_endpoint,963,0.8255451713395638,0.7614487926727727,0.14812868717569072,False
opentelemetry_demo,colocated,N,15,learner_state_only,972,0.8302469135802469,0.8279556606792652,0.041190989421972225,True
opentelemetry_demo,colocated,N,15,temporal_logit_lower,972,0.8302469135802469,0.8130367707477042,0.030859083688257,True
opentelemetry_demo,colocated,N,15,temporal_logit_midpoint,972,0.8302469135802469,0.8142372983852992,0.030560176792452567,True
opentelemetry_demo,colocated,N,15,temporal_logit_upper,972,0.8302469135802469,0.8153852886751846,0.030381361580918118,True
opentelemetry_demo,colocated,N,15,source_500ms_failover,972,0.8302469135802469,0.9825801453030534,0.15651788407995115,True
opentelemetry_demo,colocated,N,15,matched_stable_endpoint,972,0.8302469135802469,0.8151302605210421,0.1411654892704333,False
opentelemetry_demo,colocated,N,15,all_calibration_endpoint,972,0.8302469135802469,0.7789342214820982,0.14356996844108033,False
opentelemetry_demo,colocated,N,16,learner_state_only,962,0.7723492723492723,0.7583085881959498,0.052728452220405696,True
opentelemetry_demo,colocated,N,16,temporal_logit_lower,962,0.7723492723492723,0.761901601803962,0.03544860180326139,True
opentelemetry_demo,colocated,N,16,temporal_logit_midpoint,962,0.7723492723492723,0.7620212578521209,0.035392620523080856,True
opentelemetry_demo,colocated,N,16,temporal_logit_upper,962,0.7723492723492723,0.762323267078662,0.03524043462896819,True
opentelemetry_demo,colocated,N,16,source_500ms_failover,962,0.7723492723492723,0.9876286542953209,0.218718084973229,True
opentelemetry_demo,colocated,N,16,matched_stable_endpoint,962,0.7723492723492723,0.7788461538461539,0.1758680833200064,False
opentelemetry_demo,colocated,N,16,all_calibration_endpoint,962,0.7723492723492723,0.7464612822647794,0.17649606188143668,False
opentelemetry_demo,colocated,N,17,learner_state_only,997,0.8114343029087262,0.8099182960306593,0.04314797048228735,True
opentelemetry_demo,colocated,N,17,temporal_logit_lower,997,0.8114343029087262,0.8134536875507967,0.034674627990316016,True
opentelemetry_demo,colocated,N,17,temporal_logit_midpoint,997,0.8114343029087262,0.8134544168788304,0.034681494156168384,True
opentelemetry_demo,colocated,N,17,temporal_logit_upper,997,0.8114343029087262,0.813601222039281,0.034381973486952794,True
opentelemetry_demo,colocated,N,17,source_500ms_failover,997,0.8114343029087262,0.9728939906138168,0.17145278236783204,True
opentelemetry_demo,colocated,N,17,matched_stable_endpoint,997,0.8114343029087262,0.8059475806451613,0.1530387790929533,False
opentelemetry_demo,colocated,N,17,all_calibration_endpoint,997,0.8114343029087262,0.7697751873438801,0.154744156881401,False
opentelemetry_demo,colocated,N,18,learner_state_only,953,0.8289611752360966,0.8308950961965506,0.04518038671710546,True
opentelemetry_demo,colocated,N,18,temporal_logit_lower,953,0.8289611752360966,0.8308187743523837,0.032416731010163874,True
opentelemetry_demo,colocated,N,18,temporal_logit_midpoint,953,0.8289611752360966,0.830785382109815,0.032388987294639515,True
