campaign_id,job_role,attempt_id,case_id,qualified,elapsed_seconds,startup_seconds,internal_watchdog_seconds,exit_code,started_at,finished_at,jar_sha256
v4-confirmation-771621/spring_petclinic_microservices/split/N/1,pmx,1,campaign-dc805ae1fede9bd98c65--create_visit,True,23.280739953999998,20,1800,0,2026-09-12T16:36:00.897455+00:00,2026-09-12T16:36:24.178195+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/N/1,pmx,1,campaign-dc805ae1fede9bd98c65--list_owners,True,24.23682094099999,20,1800,0,2026-09-12T16:36:24.315718+00:00,2026-09-12T16:36:48.552539+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/N/1,pmx,1,campaign-dc805ae1fede9bd98c65--list_vets,True,22.078097934,20,1800,0,2026-09-12T16:36:48.743226+00:00,2026-09-12T16:37:10.821324+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/N/1,pmx,1,campaign-dc805ae1fede9bd98c65--owner_details_with_visits,True,22.379883166000013,20,1800,0,2026-09-12T16:37:10.956577+00:00,2026-09-12T16:37:33.336461+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/N/2,pmx,1,campaign-3fe48e82ffa4317586a7--create_visit,True,23.886262321000004,20,1800,0,2026-09-12T16:36:12.224738+00:00,2026-09-12T16:36:36.110999+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/N/2,pmx,1,campaign-3fe48e82ffa4317586a7--list_owners,True,25.597559403000005,20,1800,0,2026-09-12T16:36:36.292412+00:00,2026-09-12T16:37:01.889970+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/N/2,pmx,1,campaign-3fe48e82ffa4317586a7--list_vets,True,22.581652445999993,20,1800,0,2026-09-12T16:37:02.115089+00:00,2026-09-12T16:37:24.696742+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/N/2,pmx,1,campaign-3fe48e82ffa4317586a7--owner_details_with_visits,True,23.078713798999985,20,1800,0,2026-09-12T16:37:24.855269+00:00,2026-09-12T16:37:47.933983+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/NC/0,pmx,1,campaign-1871b92b15f956d73945--create_visit,True,24.494889150999995,20,1800,0,2026-09-12T16:36:15.228835+00:00,2026-09-12T16:36:39.723725+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/NC/0,pmx,1,campaign-1871b92b15f956d73945--list_owners,True,28.41867085700001,20,1800,0,2026-09-12T16:36:39.946069+00:00,2026-09-12T16:37:08.364742+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/NC/0,pmx,1,campaign-1871b92b15f956d73945--list_vets,True,23.284079037999987,20,1800,0,2026-09-12T16:37:08.691158+00:00,2026-09-12T16:37:31.975235+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/NC/0,pmx,1,campaign-1871b92b15f956d73945--owner_details_with_visits,True,24.298595017999986,20,1800,0,2026-09-12T16:37:32.232328+00:00,2026-09-12T16:37:56.530922+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/NC/1,pmx,1,campaign-59877e8c89b929f17cc8--create_visit,True,23.579590491000005,20,1800,0,2026-09-12T16:36:08.143737+00:00,2026-09-12T16:36:31.723326+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/NC/1,pmx,1,campaign-59877e8c89b929f17cc8--list_owners,True,25.644291404000015,20,1800,0,2026-09-12T16:36:31.901286+00:00,2026-09-12T16:36:57.545577+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/NC/1,pmx,1,campaign-59877e8c89b929f17cc8--list_vets,True,22.583869282999984,20,1800,0,2026-09-12T16:36:57.781448+00:00,2026-09-12T16:37:20.365318+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/NC/1,pmx,1,campaign-59877e8c89b929f17cc8--owner_details_with_visits,True,23.135567498,20,1800,0,2026-09-12T16:37:20.501446+00:00,2026-09-12T16:37:43.637014+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/NC/2,pmx,1,campaign-606f9881a23f99ddb005--create_visit,True,23.730917720000008,20,1800,0,2026-09-12T16:36:08.802228+00:00,2026-09-12T16:36:32.533145+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/NC/2,pmx,1,campaign-606f9881a23f99ddb005--list_owners,True,25.29573061900001,20,1800,0,2026-09-12T16:36:32.712279+00:00,2026-09-12T16:36:58.008010+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/NC/2,pmx,1,campaign-606f9881a23f99ddb005--list_vets,True,22.434715931000028,20,1800,0,2026-09-12T16:36:58.247280+00:00,2026-09-12T16:37:20.681996+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
v4-confirmation-771621/spring_petclinic_microservices/split/NC/2,pmx,1,campaign-606f9881a23f99ddb005--owner_details_with_visits,True,22.932350325000016,20,1800,0,2026-09-12T16:37:20.820383+00:00,2026-09-12T16:37:43.752733+00:00,2322880b6447754528e201553bc4e2fac00334b7d6f3ac202cfe1e3742bbbcc6
